Target,Toxins,Drug,Approval_yr,Action,NCT_ID,URL,Phase,Status,Outcome_type,Biomarker_category,Measure,Time_frame,Conditions,PD_neuro
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT01670877,https://clinicaltrials.gov/study/NCT01670877,Phase 2,Completed,secondary,genomic,Number of Participants With HER2 Mutation Subtype and Tumor Grade,A time of enrollment,Breast Neoplasms,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT01670877,https://clinicaltrials.gov/study/NCT01670877,Phase 2,Completed,secondary,genomic,Correlate the Presence of HER2 Mutation Subtype With Tumor Staging at Initial Diagnosis,At time of enrollment,Breast Neoplasms,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT01670877,https://clinicaltrials.gov/study/NCT01670877,Phase 2,Completed,secondary,genomic,Correlate the Presence of HER2 Mutation Subtype With Progression-free Survival,Through completion of follow-up; follow-,Breast Neoplasms,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT01992952,https://clinicaltrials.gov/study/NCT01992952,Phase 1,Active Not Recruiting,secondary,genomic,The influence of mutational status of PIK3CA and the presence of complete loss of PTEN on outcome in the two treatment groups,Up to 12 months after the last patient i,Estrogen Receptor Positive Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT02137837,https://clinicaltrials.gov/study/NCT02137837,Phase 3,Terminated,secondary,genomic,Molecular Determinants of Response in Circulating Tumor Cells: CTC-ETI,"Day 1, Day 29, time of progression (Day",Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT02206984,https://clinicaltrials.gov/study/NCT02206984,Phase 2,Completed,secondary,genomic,Estrogen receptor (ER) related gene expression,Baseline (prior to treatment) to Day 21-,Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT02344472,https://clinicaltrials.gov/study/NCT02344472,Phase 3,Unknown,secondary,genomic,presence and number of circulating tumor cell (CTC) at different time points,6 weeks,Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT02437318,https://clinicaltrials.gov/study/NCT02437318,Phase 3,Completed,secondary,genomic,PFS Per Investigator Criteria in Subjects With PIK3CA Mutation Status Measured in ctDNA at Baseline,From baseline up to 56.4 months,Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT02569801,https://clinicaltrials.gov/study/NCT02569801,Phase 2,Terminated,primary,genomic,PFS According to RECIST v1.1 in Participants With Estrogen Receptor (ESR)1 Mutations,From Day 1 to PD or death from any cause,Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT02738866,https://clinicaltrials.gov/study/NCT02738866,Phase 2,Active Not Recruiting,primary,genomic,Prevalence of ESR1 and PI3K mutations,6 months,Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT02936206,https://clinicaltrials.gov/study/NCT02936206,Phase 1,Terminated,secondary,genomic,Incidence of Tamoxifen-resistance Gene Expression,2 weeks,Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT02936206,https://clinicaltrials.gov/study/NCT02936206,Phase 1,Terminated,secondary,genomic,Incidence of Fulvestrant-sensitivity Gene Expression,2 weeks,Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT02947685,https://clinicaltrials.gov/study/NCT02947685,Phase 3,Active Not Recruiting,other,genomic,"Tumor tissue biomarkers including genes, proteins, and RNA expression",Baseline,Estrogen Receptor Positive Breast Cancer; HER-2 Positive Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT03182634,https://clinicaltrials.gov/study/NCT03182634,Phase 2,Unknown,secondary,genomic,Frequency of mutations identified in ctDNA screening,Baseline,Advanced Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT03182634,https://clinicaltrials.gov/study/NCT03182634,Phase 2,Unknown,secondary,genomic,The proportion of patients with a targetable mutation who enter a therapeutic component,Baseline,Advanced Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT03182634,https://clinicaltrials.gov/study/NCT03182634,Phase 2,Unknown,secondary,genomic,Agreement between ctDNA mutation status and tissue mutation status for patients entering the therapeutic component,Baseline,Advanced Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT03439046,https://clinicaltrials.gov/study/NCT03439046,Phase 3,Terminated,primary,genomic,Change from baseline ctDNA alterations to progression disease during Core and Extension Phase,Up to approximately 36 months starting f,Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT03439046,https://clinicaltrials.gov/study/NCT03439046,Phase 3,Terminated,secondary,genomic,The percentage of patients with ctDNA alterations will be provided over time in the subsets during Core and Extension Phase,Up to approximately 36 months starting f,Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT03439046,https://clinicaltrials.gov/study/NCT03439046,Phase 3,Terminated,secondary,genomic,Change from baseline tumor mutational burden (TMB) to progression disease during Core and Extension Phase,Up to approximately 36 months starting f,Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT03439046,https://clinicaltrials.gov/study/NCT03439046,Phase 3,Terminated,secondary,genomic,The percentage of patients with mutations as assessed at baseline of the Core and Extension phase across different patient profiles,Screening Core Phase and Screening Exten,Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04059484,https://clinicaltrials.gov/study/NCT04059484,Phase 2,Terminated,secondary,genomic,Progression Free Survival (PFS) According to Estrogen Receptor 1 Gene (ESR1) Mutation Status,From randomization to the date of first,Breast Cancer Metastatic,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04158362,https://clinicaltrials.gov/study/NCT04158362,Phase 3,Active Not Recruiting,secondary,genomic,Circulating tumor cell (CTC) count,At baseline,Cancer Metastatic,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04256941,https://clinicaltrials.gov/study/NCT04256941,Phase 2,Terminated,secondary,genomic,Circulating Tumor Deoxyribonucleic Acid (ctDNA) ESR1 Mutant Allele Fraction (MAF) and Kinetics,Up to 30 days,Anatomic Stage IV Breast Cancer AJCC v8; Metastatic Breast Carcinoma; Prognostic Stage IV Breast Cancer AJCC v,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04256941,https://clinicaltrials.gov/study/NCT04256941,Phase 2,Terminated,secondary,genomic,Prevalence of Emergence of Estrogen Receptor 1 (ESR1) Mutations,Up to 30 days,Anatomic Stage IV Breast Cancer AJCC v8; Metastatic Breast Carcinoma; Prognostic Stage IV Breast Cancer AJCC v,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04544189,https://clinicaltrials.gov/study/NCT04544189,Phase 2,Active Not Recruiting,secondary,genomic,PFS based on local radiology assessments and using RECIST 1.1 criteria by PIK3CA mutation status measured in baseline ctDNA,Baseline and from randomization up to ap,Breast Neoplasms,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04567420,https://clinicaltrials.gov/study/NCT04567420,Phase 2,Active Not Recruiting,primary,genomic,Surveillance/ctDNA screening Phase,enrollment,Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04567420,https://clinicaltrials.gov/study/NCT04567420,Phase 2,Active Not Recruiting,secondary,genomic,Secondary Objective 1: Feasibility- correlation between clinically apparent metastatic or local disease and positive ctDNA result.,enrollment,Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04567420,https://clinicaltrials.gov/study/NCT04567420,Phase 2,Active Not Recruiting,secondary,genomic,Secondary Objective 2: Efficacy- assess the ability of positive ctDNA results to predict clinical relapse.,"through study completion, an average of",Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04567420,https://clinicaltrials.gov/study/NCT04567420,Phase 2,Active Not Recruiting,secondary,genomic,Secondary Objective 3: Efficacy- assess whether ctDNA clearance is associated with improved relapse free survival and overall survival.,"through study completion, an average of",Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04576455,https://clinicaltrials.gov/study/NCT04576455,Phase 2,Active Not Recruiting,secondary,genomic,"Investigator-Assessed PFS, in Subgroups Categorized by Estrogen Receptor (ESR1) Mutation Status",From randomization to the first occurren,"Estrogen Receptor-Positive, HER2-Negative, Locally Advanced or Metastatic Breast Cancer",No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04920708,https://clinicaltrials.gov/study/NCT04920708,Phase 2,Active Not Recruiting,other,genomic,Evaluate changes in ctDNA in patients with high ctDNA C1D15,36 months (treatment duration + follow-u,Advanced Breast Cancer; ER+ Breast Cancer; Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04920708,https://clinicaltrials.gov/study/NCT04920708,Phase 2,Active Not Recruiting,other,genomic,Compare progression free survival (PFS) in patients with high ctDNA at C1D15 and genetic alterations identified in ctDNA sequencing.,36 months (treatment duration + follow-u,Advanced Breast Cancer; ER+ Breast Cancer; Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04920708,https://clinicaltrials.gov/study/NCT04920708,Phase 2,Active Not Recruiting,other,genomic,Report progression free survival (PFS) in patients with undetectable ctDNA and those with detected ctDNA at C1D1 with and without suppression at C1D15.,36 months (treatment duration + follow-u,Advanced Breast Cancer; ER+ Breast Cancer; Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04920708,https://clinicaltrials.gov/study/NCT04920708,Phase 2,Active Not Recruiting,secondary,genomic,Report progression free survival (PFS) in patients with low ctDNA and high ctDNA,Time from date of randomisation until th,Advanced Breast Cancer; ER+ Breast Cancer; Metastatic Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04975308,https://clinicaltrials.gov/study/NCT04975308,Phase 3,Active Not Recruiting,primary,genomic,Investigator-assessed PFS in the Estrogen Receptor 1 (ESR1)-Mutation Detected Population (Between Arm A and Arm B),Randomization to the date of first docum,Breast Neoplasms; Neoplasm Metastasis,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04975308,https://clinicaltrials.gov/study/NCT04975308,Phase 3,Active Not Recruiting,secondary,genomic,OS in the ESR1-mutation Detected Population,Randomization until death from any cause,Breast Neoplasms; Neoplasm Metastasis,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04975308,https://clinicaltrials.gov/study/NCT04975308,Phase 3,Active Not Recruiting,secondary,genomic,Blinded Independent Review Committee (BIRC) Assessed PFS in the ESR1-Mutation Detected Population (Between Arm A and Arm B),Randomization to the date of first docum,Breast Neoplasms; Neoplasm Metastasis,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04975308,https://clinicaltrials.gov/study/NCT04975308,Phase 3,Active Not Recruiting,secondary,genomic,Percentage of Participants With Investigator-assessed Objective Response Rate (ORR) in the ESR1-Mutation Detected Population (Between Arm A and Arm B),Randomization until measured progressive,Breast Neoplasms; Neoplasm Metastasis,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04975308,https://clinicaltrials.gov/study/NCT04975308,Phase 3,Active Not Recruiting,secondary,genomic,Investigator-assessed Duration of Response (DoR) in the ESR1-Mutation Detected Population (Between Arm A and Arm B),From Date of CR or PR to Date of Objecti,Breast Neoplasms; Neoplasm Metastasis,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04975308,https://clinicaltrials.gov/study/NCT04975308,Phase 3,Active Not Recruiting,secondary,genomic,Percentage of Participants With Investigator-assessed Clinical Benefit Rate (CBR) in the ESR1-Mutation Detected Population (Between Arm A and Arm B),Randomization until measured progressive,Breast Neoplasms; Neoplasm Metastasis,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04985266,https://clinicaltrials.gov/study/NCT04985266,Phase 2,Recruiting,primary,genomic,Incidence of positive ctDNA result during surveillance (Surveillance phase),Up to 36 months from entry to study,ER+ Breast Cancer; HER2-negative Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT04985266,https://clinicaltrials.gov/study/NCT04985266,Phase 2,Recruiting,primary,genomic,Incidence of positive ctDNA result at first test (Surveillance phase),Start of study,ER+ Breast Cancer; HER2-negative Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT05022342,https://clinicaltrials.gov/study/NCT05022342,,Completed,primary,genomic,PART A: Percentage of patients with tumors harboring a PIK3CA mutation,Baseline,Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT05022342,https://clinicaltrials.gov/study/NCT05022342,,Completed,secondary,genomic,PART A: PIK3CA mutation positive patients not prescribed alpelisib,Baseline,Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT05038735,https://clinicaltrials.gov/study/NCT05038735,Phase 3,Active Not Recruiting,secondary,genomic,PFS based on BIRC assessment and using RECIST v1.1 criteria for participants by PIK3CA mutation status,From the date of randomization up to a m,Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT05063786,https://clinicaltrials.gov/study/NCT05063786,Phase 3,Active Not Recruiting,other,genomic,"PIK3CA mutations determined in tumor and blood samples, and their correlation with efficacy variables.","At baseline, at week 9, at the end of tr",Advanced Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT05077449,https://clinicaltrials.gov/study/NCT05077449,Phase 3,Active Not Recruiting,other,genomic,Plasma ctDNA,Up to approximately 5 months,Advanced Breast Cancer,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT05216432,https://clinicaltrials.gov/study/NCT05216432,Phase 1,Recruiting,secondary,genomic,PIK3CA gene status in plasma circulating tumor deoxyribonucleic acid (ctDNA) and tumor tissue,Day 1 of Cycle 1 (each cycle is 28 days),Advanced Breast Cancer; Breast Cancer; HER2-negative Breast Cancer; Metastatic Breast Cancer; PIK3CA Mutation;,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT05319873,https://clinicaltrials.gov/study/NCT05319873,Phase 1,Active Not Recruiting,secondary,genomic,"Measure the gene expression and/or biomarker changes that may be correlated with or predict biological, clinical, and pathologic response (Phase II)",Up to 30 days after last treatment dose,Anatomic Stage II Breast Cancer AJCC v8; Anatomic Stage IIA Breast Cancer AJCC v8; Anatomic Stage IIB Breast C,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT05392608,https://clinicaltrials.gov/study/NCT05392608,Phase 2,Active Not Recruiting,other,genomic,Determine circulating tumor DNA (ctDNA) in plasma before and during treatment,"At baseline, 2 weeks of treatment, 8 wee","Congenital, Familial and Genetic Disorders; Neoplasm, Breast",No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT05768139,https://clinicaltrials.gov/study/NCT05768139,Phase 1,Recruiting,primary,genomic,Change from baseline in ctDNA levels,12 months,"Breast Cancer; Solid Tumors, Adult",No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT06065748,https://clinicaltrials.gov/study/NCT06065748,Phase 3,Recruiting,primary,genomic,Progression-Free Survival (PFS) in the ESR1 mutation (ESR1m) Subgroup,From randomization to first occurrence o,"Estrogen Receptor-Positive, HER2-Negative Advanced Breast Cancer",No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT06065748,https://clinicaltrials.gov/study/NCT06065748,Phase 3,Recruiting,secondary,genomic,PFS in the ESR1 no-mutation-detected (ESR1nmd) Subgroup,From randomization to first occurrence o,"Estrogen Receptor-Positive, HER2-Negative Advanced Breast Cancer",No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT06208410,https://clinicaltrials.gov/study/NCT06208410,Phase 1,Recruiting,other,genomic,The proportion of patients with PIK3CA mutations in tumor remission,Up to 2 years,Advanced Solid Tumors,No
ESR1,dieldrin,Fulvestrant,2002,ANTAGONIST/DEGRADER,NCT06239467,https://clinicaltrials.gov/study/NCT06239467,Phase 1,Active Not Recruiting,secondary,genomic,To assess the dose-response impact of OKI-219 as monotherapy and in combination with other anti-cancer therapies on PI3KαH1047R ctDNA levels,"Through last study dose, an average of 1",Advanced Cancer; Advanced Solid Tumors; Breast Cancer; PI3K Gene Mutation,No
ESR1,dieldrin,Tamoxifen,1977,MODULATOR,NCT00003953,https://clinicaltrials.gov/study/NCT00003953,Phase 2,Completed,secondary,genomic,Detection of circulating tumor cells,after surgery at 15 weeks,Breast Cancer,No
ESR1,dieldrin,Tamoxifen,1977,MODULATOR,NCT00096369,https://clinicaltrials.gov/study/NCT00096369,Phase 2,Terminated,primary,genomic,Gene expression,,Breast Cancer,No
ESR1,dieldrin,Tamoxifen,1977,MODULATOR,NCT00118157,https://clinicaltrials.gov/study/NCT00118157,Phase 2,Completed,secondary,genomic,"Changes in Phosphorylation in Tumor Tissue of Epidermal Growth Factor Receptor (EGFR), HER2, AKT Kinase, MAPK, ER-Ser118, and ER-SER167",Baseline and at 21 days,Estrogen Receptor Positive; Male Breast Carcinoma; Progesterone Receptor Positive; Recurrent Breast Carcinoma;,No
ESR1,dieldrin,Tamoxifen,1977,MODULATOR,NCT00728949,https://clinicaltrials.gov/study/NCT00728949,Phase 2,Completed,secondary,genomic,Changes in Circulating Tumor Cell Counts (CTS),Approximately 24 months,Metastatic Breast Cancer,No
