Target,Drug,NCT_ID,URL,Phase,Status,Outcome_type,Biomarker_category,Measure,Time_frame,Conditions,PD_neuro
DDC,Carbidopa,NCT05036473,https://clinicaltrials.gov/study/NCT05036473,Phase 2,Completed,secondary,PK,To evaluate Cmax,1 day- on the 28th day,Parkinson Disease,Yes
DDC,Carbidopa,NCT05036473,https://clinicaltrials.gov/study/NCT05036473,Phase 2,Completed,secondary,PK,To evaluate the AUC,1 day- on the 28th day,Parkinson Disease,Yes
DDC,Carbidopa,NCT05128175,https://clinicaltrials.gov/study/NCT05128175,Phase 1,Unknown,primary,PK,Cmax of the pharmacokinetics of WD-1603 extended-release formulations and carbidopa and levodopa tablets 25mg/100mg from the morning of day 1 to the morning of day 2.,24 hours-from morning of Day 1 to mornin,Parkinson Disease,Yes
DDC,Carbidopa,NCT05128175,https://clinicaltrials.gov/study/NCT05128175,Phase 1,Unknown,primary,PK,The duration (hours) for the levodopa concentrations ≥ 50% of Cmax between WD-1603 extended-release formulations and carbidopa and levodopa tablets following three times a day orally administration in healthy subjects.,24 hours-from morning of Day 1 to mornin,Parkinson Disease,Yes
DDC,Carbidopa,NCT05250141,https://clinicaltrials.gov/study/NCT05250141,Phase 1,Completed,primary,PK,Total Levodopa and Carbidopa: area under the plasma concentration-time curve from 0 to time t (AUC0-t),23 samples up to 10 hours will be taken,Bioequivalence,No
DDC,Carbidopa,NCT05250141,https://clinicaltrials.gov/study/NCT05250141,Phase 1,Completed,primary,PK,Total Levodopa and Carbidopa: area under the plasma concentration-time curve from 0 to time t (AUC0-∞),23 samples up to 10 hours will be taken,Bioequivalence,No
DDC,Carbidopa,NCT05250141,https://clinicaltrials.gov/study/NCT05250141,Phase 1,Completed,primary,PK,Total Levodopa and Carbidopa: Maximum plasma concentration (Cmax),23 samples up to 10 hours will be taken,Bioequivalence,No
DDC,Carbidopa,NCT05250141,https://clinicaltrials.gov/study/NCT05250141,Phase 1,Completed,primary,PK,Total Levodopa and Carbidopa: Time to achieve maximum plasma concentration (tmax),23 samples up to 10 hours will be taken,Bioequivalence,No
DDC,Carbidopa,NCT05976737,https://clinicaltrials.gov/study/NCT05976737,Phase 1,Unknown,primary,PK,Peak Plasma Concentration (Cmax),10hours,Healthy,No
DDC,Carbidopa,NCT05976737,https://clinicaltrials.gov/study/NCT05976737,Phase 1,Unknown,primary,PK,Area under the plasma concentration versus time curve (AUC0-t),10hours,Healthy,No
DDC,Carbidopa,NCT05976737,https://clinicaltrials.gov/study/NCT05976737,Phase 1,Unknown,primary,PK,Area under the plasma concentration versus time curve (AUC0-∞),10hours,Healthy,No
DDC,Carbidopa,NCT06180720,https://clinicaltrials.gov/study/NCT06180720,Phase 1,Unknown,primary,PK,Peak Plasma Concentration (Cmax),10hours,Healthy,No
DDC,Carbidopa,NCT06180720,https://clinicaltrials.gov/study/NCT06180720,Phase 1,Unknown,primary,PK,Area under the plasma concentration versus time curve (AUC0-t),10hours,Healthy,No
DDC,Carbidopa,NCT06180720,https://clinicaltrials.gov/study/NCT06180720,Phase 1,Unknown,primary,PK,Area under the plasma concentration versus time curve (AUC0-∞),10hours,Healthy,No
DDC,Carbidopa,NCT00562198,https://clinicaltrials.gov/study/NCT00562198,Phase 2,Terminated,primary,imaging,The difference between the study drugs in change in striatal 11C-raclopride BP.Striatal 11C-raclopride BP will be determined with PET scans performed at baseline and from 2.5 to 3.5 h after the study drug administration.,Post-dosing PET scan,Parkinson´s Disease,Yes
DDC,Carbidopa,NCT04493320,https://clinicaltrials.gov/study/NCT04493320,Phase 4,Terminated,primary,imaging,[18F]-FDOPA PET Measure in Striatal Region of Interest,Baseline (prior to LDOPA or placebo admi,Cognitive Impairment; Depression; Gait Impairment,Yes
DDC,Carbidopa,NCT02513485,https://clinicaltrials.gov/study/NCT02513485,Phase 4,Completed,primary,inflammation,Correlation Coefficient Between Change in Corticostriatal Connectivity and Levels of Plasma C-reactive Protein and Other Immune Markers,Scans approximately 45 minutes post drug,Depression,No
DDC,Carbidopa,NCT00129181,https://clinicaltrials.gov/study/NCT00129181,N/A,Completed,primary,other_biomarker,To determine the influence of short-term levodopa therapy on dopamine transporter density in early Parkinson's disease,1 year,Parkinson Disease; Parkinsonian Syndrome,Yes
DDC,Carbidopa,NCT00129181,https://clinicaltrials.gov/study/NCT00129181,N/A,Completed,secondary,other_biomarker,To determine the influence of short-term treatment with cabergoline on dopamine transporter density in early Parkinson's disease,1 year,Parkinson Disease; Parkinsonian Syndrome,Yes
DDC,Carbidopa,NCT05781711,https://clinicaltrials.gov/study/NCT05781711,Phase 2,Completed,secondary,other_biomarker,The secondary endpoint is estimated by changes in serum biomarkers.,3 months,Parkinson Disease,Yes
DDC,Carbidopa,NCT07229664,https://clinicaltrials.gov/study/NCT07229664,Phase 2,Recruiting,secondary,other_biomarker,changes in serum biomarkers,6 months,Parkinson Disease,Yes
DRD1,Pimozide,NCT05716854,https://clinicaltrials.gov/study/NCT05716854,Phase 1,Completed,primary,PK,Part 1: Plasma concentration of pimozide and clarithromycin associated with ΔΔQTc prolongation of 10 ms based on concentration-QTc analysis.,"1, 2, 2.5, 3, 4, 6, 8, 14, and 24 hours",Drug-induced QT Prolongation; Pharmacodynamics; Pharmacokinetics,No
DRD1,Pimozide,NCT05716854,https://clinicaltrials.gov/study/NCT05716854,Phase 1,Completed,secondary,PK,Part 1: The margin (ratio) between hERG IC50 and free plasma concentration causing 10 ms QTc prolongation.,"1, 2, 2.5, 3, 4, 6, 8, 14, and 24 hours",Drug-induced QT Prolongation; Pharmacodynamics; Pharmacokinetics,No
DRD1,Fenoldopam,NCT00982527,https://clinicaltrials.gov/study/NCT00982527,Phase 3,Completed,primary,other_biomarker,Reduction of urinary and/or serum levels of biomarker NGAL in treated group versus controls,End of surgery and 12 hours postoperativ,"Kidney Failure, Acute",No
DRD2,Amisulpride,NCT00471588,https://clinicaltrials.gov/study/NCT00471588,Phase 1,Completed,secondary,PK,Test the prediction that a dopamine D2/D3 agonist drug (pramipexole)by PK levels. PK sample taken on Week 1 only.,on Week 1 only.,Obsessive-Compulsive Disorder,No
DRD2,Amisulpride,NCT02051387,https://clinicaltrials.gov/study/NCT02051387,Phase 1,Completed,secondary,PK,Area Under Curve (AUC),up to 10 days,Schizophrenia,No
DRD2,Amisulpride,NCT04849650,https://clinicaltrials.gov/study/NCT04849650,Phase 1,Completed,primary,PK,PK: Amisulpride plasma exposure (AUC) after a single IV dose,24 hours,"Renal Disease, End Stage",No
DRD2,Amisulpride,NCT04849650,https://clinicaltrials.gov/study/NCT04849650,Phase 1,Completed,secondary,PK,PK: Amisulpride plasma exposure (AUC) after a single oral dose,24 hours,"Renal Disease, End Stage",No
DRD2,Amisulpride,NCT04849650,https://clinicaltrials.gov/study/NCT04849650,Phase 1,Completed,secondary,PK,PK: Cmax,24 hours,"Renal Disease, End Stage",No
DRD2,Amisulpride,NCT05546359,https://clinicaltrials.gov/study/NCT05546359,Phase 2,Completed,secondary,PK,Key pharmacokinetics parameter - Peak Plasma Concentration,1 Day,"Nausea and Vomiting, Postoperative",No
DRD2,Amisulpride,NCT05546359,https://clinicaltrials.gov/study/NCT05546359,Phase 2,Completed,secondary,PK,Key pharmacokinetics parameter - Total Exposure,1 Day,"Nausea and Vomiting, Postoperative",No
DRD2,Amisulpride,NCT06066112,https://clinicaltrials.gov/study/NCT06066112,Phase 1,Unknown,primary,PK,Cmax,48 hours,Bioequivalence; Schizophrenia,No
DRD2,Amisulpride,NCT06066112,https://clinicaltrials.gov/study/NCT06066112,Phase 1,Unknown,primary,PK,Area under the plasma concentration versus time curve (AUC0-t),48 hours,Bioequivalence; Schizophrenia,No
DRD2,Amisulpride,NCT06066112,https://clinicaltrials.gov/study/NCT06066112,Phase 1,Unknown,primary,PK,Area under the plasma concentration versus time curve (AUC0-∞),48 hours,Bioequivalence; Schizophrenia,No
DRD2,Apomorphine,NCT00145171,https://clinicaltrials.gov/study/NCT00145171,Phase 3,Completed,secondary,PK,"2. Area under the curve (AUC) for UPDRS Motor Scores at 0, 20, 40 and 90 minutes;",,Parkinson Disease,Yes
DRD2,Apomorphine,NCT00200512,https://clinicaltrials.gov/study/NCT00200512,Phase 2,Completed,secondary,PK,"AUC for UPDRS Motor Scores at predose, 10, 20 and 60 minutes",,Parkinson Disease,Yes
DRD2,Apomorphine,NCT00200525,https://clinicaltrials.gov/study/NCT00200525,Phase 3,Completed,secondary,PK,"Area under the curve (AUC) for change in UPDRS Motor Score at 0, 10, 20 and 90 minutes",,Parkinson Disease,Yes
DRD2,Apomorphine,NCT04887467,https://clinicaltrials.gov/study/NCT04887467,Phase 4,Completed,secondary,PK,Area under the curve of plasma apomorphine concentration - time values curve from treatment administration (t0) until 6h after (AUC0-6),up to 24 hours,Parkinson Disease,Yes
DRD2,Apomorphine,NCT04887467,https://clinicaltrials.gov/study/NCT04887467,Phase 4,Completed,secondary,PK,Apparent total clearance (Cl/F) and apparent volume of distribution (Vd) calculated according to the formulas Cl/F = Dose/AUC0-24 et Vd = Cl(T)/λz wherein F is the absolute bioavailability,up to 24 hours,Parkinson Disease,Yes
DRD2,Aripiprazole,NCT00089440,https://clinicaltrials.gov/study/NCT00089440,Phase 1,Unknown,primary,PK,pharmacokinetic assessment,,Amphetamine-Related Disorders,No
DRD2,Aripiprazole,NCT00304655,https://clinicaltrials.gov/study/NCT00304655,Phase 4,Completed,secondary,PK,"Pharmacokinetic is evaluated by concentration of aripiprazole in blood (at Week 3, 4, 6, 8).",,Schizoaffective Disorder; Schizophrenia,No
DRD2,Aripiprazole,NCT00321516,https://clinicaltrials.gov/study/NCT00321516,Phase 1,Completed,primary,PK,Comparison of Cmax (maximum drug concentration) and AUC(Tau) (exposure) of lamotrigine at the beginning of the study (Day-1) and when the subject completes the study (Day 36),,Bipolar Disorder,No
DRD2,Aripiprazole,NCT00361790,https://clinicaltrials.gov/study/NCT00361790,Phase 1,Completed,primary,PK,"Multiple dose PK parameters for Lexapro when administered alone and coadministered with aripiprazole will be derived. Cmin for aripiprazole,dehydro-aripiprazole will be measured",,Healthy,No
DRD2,Aripiprazole,NCT00362271,https://clinicaltrials.gov/study/NCT00362271,Phase 1,Completed,primary,PK,"Multiple dose PK parameters for venlafaxine+metabolite when administered alone and with aripiprazole will be derived. Cmin for aripiprazole,dehydro-aripiprazole will be measured",,Healthy,No
DRD2,Aripiprazole,NCT00580125,https://clinicaltrials.gov/study/NCT00580125,Phase 2,Completed,secondary,PK,Pharmacokinetics,"Days 7, 14, 20, 21, before discharge and",Schizophrenia,No
DRD2,Aripiprazole,NCT01188668,https://clinicaltrials.gov/study/NCT01188668,Phase 4,Completed,primary,PK,Aripiprazole Area Under the Plasma Concentration-time Profile From Time 0 Extrapolated to Infinite Time (AUCinf) Following Aripiprazole Alone and When Coadministered With DVS SR,"Period 1 / Day 1: 0, 0.5, 1, 2, 3, 4, 6,","CYP3A4 Protein, Human; Cytochrome P-450 CYP2D6; Pharmacokinetics",No
DRD2,Aripiprazole,NCT01188668,https://clinicaltrials.gov/study/NCT01188668,Phase 4,Completed,secondary,PK,Aripiprazole Maximum Observed Plasma Concentration (Cmax) Following Aripiprazole Alone and When Coadministered With DVS SR,"Period 1 / Day 1: 0, 0.5, 1, 2, 3, 4, 6,","CYP3A4 Protein, Human; Cytochrome P-450 CYP2D6; Pharmacokinetics",No
DRD2,Aripiprazole,NCT01188668,https://clinicaltrials.gov/study/NCT01188668,Phase 4,Completed,secondary,PK,Aripiprazole Time for Cmax (Tmax) Following Aripiprazole Alone and When Coadministered With DVS SR,"Period 1 / Day 1: 0, 0.5, 1, 2, 3, 4, 6,","CYP3A4 Protein, Human; Cytochrome P-450 CYP2D6; Pharmacokinetics",No
DRD2,Aripiprazole,NCT01188668,https://clinicaltrials.gov/study/NCT01188668,Phase 4,Completed,secondary,PK,Dehydro-aripiprazole (Metabolite) Area Under the Plasma Concentration-time Profile From Time 0 Extrapolated to Infinite Time (AUCinf) Following Aripiprazole Alone and When Coadministered With DVS SR,"Period 1 / Day 1: 0, 0.5, 1, 2, 3, 4, 6,","CYP3A4 Protein, Human; Cytochrome P-450 CYP2D6; Pharmacokinetics",No
DRD2,Aripiprazole,NCT01188668,https://clinicaltrials.gov/study/NCT01188668,Phase 4,Completed,secondary,PK,Dehydro-aripiprazole (Metabolite) Maximum Observed Plasma Concentration (Cmax) Following Aripiprazole Alone and When Coadministered With DVS SR,"Period 1 / Day 1: 0, 0.5, 1, 2, 3, 4, 6,","CYP3A4 Protein, Human; Cytochrome P-450 CYP2D6; Pharmacokinetics",No
DRD2,Aripiprazole,NCT01188668,https://clinicaltrials.gov/study/NCT01188668,Phase 4,Completed,secondary,PK,Dehydro-aripiprazole (Metabolite) Time for Cmax (Tmax) Following Aripiprazole Alone and When Coadministered With DVS SR,"Period 1 / Day 1: 0, 0.5, 1, 2, 3, 4, 6,","CYP3A4 Protein, Human; Cytochrome P-450 CYP2D6; Pharmacokinetics",No
DRD2,Aripiprazole,NCT01354353,https://clinicaltrials.gov/study/NCT01354353,Phase 1,Completed,secondary,PK,"Part A: Pharmacokinetics, Maximum Concentration (Cmax)",Pre-dose and post-dose on Day 10 and Day,Schizophrenia,No
DRD2,Aripiprazole,NCT01354353,https://clinicaltrials.gov/study/NCT01354353,Phase 1,Completed,secondary,PK,"Part B: Pharmacokinetics, Maximum Concentration (Cmax)","Pre-dose and post-dose on Days 12, 15, 1",Schizophrenia,No
DRD2,Aripiprazole,NCT01354353,https://clinicaltrials.gov/study/NCT01354353,Phase 1,Completed,secondary,PK,"Part A: Pharmacokinetics, Area Under the Concentration - Time Curve (AUC)",Pre-dose and post-dose on Day 10 and Day,Schizophrenia,No
DRD2,Aripiprazole,NCT01354353,https://clinicaltrials.gov/study/NCT01354353,Phase 1,Completed,secondary,PK,"Part B: Pharmacokinetics, Area Under the Concentration - Time Curve (AUC)","Pre-dose and post-dose on Days 12, 15, 1",Schizophrenia,No
DRD2,Aripiprazole,NCT01646827,https://clinicaltrials.gov/study/NCT01646827,Phase 1,Completed,primary,PK,Maximum Observed Plasma Concentration (Cmax) of Aripriprazole,"Day 1: 4 hr, 8 hr, and 12 hr post dose,",Schizophrenia,No
DRD2,Aripiprazole,NCT01646827,https://clinicaltrials.gov/study/NCT01646827,Phase 1,Completed,primary,PK,"Area Under the Concentration-Time Curve Infinity (AUC Infinity); Area Under the Concentration-Time Curve 28 (AUC 28), and Area Under the Concentration-Time Curve t (AUC t): Aripiprazole","Day 1: 4 hr, 8 hr, and 12 hr post dose,",Schizophrenia,No
DRD2,Aripiprazole,NCT01646827,https://clinicaltrials.gov/study/NCT01646827,Phase 1,Completed,primary,PK,Maximum Observed Plasma Concentration (Cmax) of Dehydro-Aripiprazole,"Day 1: 4 hr, 8 hr, and 12 hr post dose,",Schizophrenia,No
DRD2,Aripiprazole,NCT01646827,https://clinicaltrials.gov/study/NCT01646827,Phase 1,Completed,primary,PK,"Area Under the Concentration-Time Curve Infinity (AUC Infinity); Area Under the Concentration-Time Curve 28 (AUC 28), and Area Under the Concentration-Time Curve t (AUC t): Dehydro-Aripiprazole","Day 1: 4 hr, 8 hr, and 12 hr post dose,",Schizophrenia,No
DRD2,Aripiprazole,NCT01870999,https://clinicaltrials.gov/study/NCT01870999,Phase 1,Completed,primary,PK,"Aripiprazole Maximum Steady State Plasma Concentration (Css,Max)",Pre-dose and 1 to 1344 hours post-dose a,Schizophrenia,No
DRD2,Aripiprazole,NCT01870999,https://clinicaltrials.gov/study/NCT01870999,Phase 1,Completed,primary,PK,"Aripiprazole Minimum Steady State Plasma Concentration (Css,Min)",672 hours post-dose at Month 5,Schizophrenia,No
DRD2,Aripiprazole,NCT01870999,https://clinicaltrials.gov/study/NCT01870999,Phase 1,Completed,primary,PK,Aripiprazole Area Under the Concentration-time Curve at Steady-state (AUCτ),Pre-dose and 1 to 1344 hours post-dose a,Schizophrenia,No
DRD2,Aripiprazole,NCT01870999,https://clinicaltrials.gov/study/NCT01870999,Phase 1,Completed,secondary,PK,Aripiprazole Maximum (Peak) Plasma Concentration (Tmax),Pre-dose and 1 to 1344 hours post-dose a,Schizophrenia,No
DRD2,Aripiprazole,NCT01870999,https://clinicaltrials.gov/study/NCT01870999,Phase 1,Completed,secondary,PK,"Aripiprazole Steady-state Plasma Concentration (Css,Avg)",Pre-dose and 1 to 1344 hours post-dose a,Schizophrenia,No
DRD2,Aripiprazole,NCT01870999,https://clinicaltrials.gov/study/NCT01870999,Phase 1,Completed,secondary,PK,"Dehydro-aripiprazole Maximum Steady State Plasma Concentration (Css,Max)",Pre-dose and 1 to 1344 hours post-dose a,Schizophrenia,No
DRD2,Aripiprazole,NCT01870999,https://clinicaltrials.gov/study/NCT01870999,Phase 1,Completed,secondary,PK,"Dehydro-aripiprazole Minimum Steady State Plasma Concentration (Css,Min)",Pre-dose and 1 to 1344 hours post-dose a,Schizophrenia,No
DRD2,Aripiprazole,NCT01870999,https://clinicaltrials.gov/study/NCT01870999,Phase 1,Completed,secondary,PK,Dehydro-aripiprazole Area Under the Concentration-Time Curve at Steady-State (AUCτ),Pre-dose and 1 to 1344 hours post-dose a,Schizophrenia,No
DRD2,Aripiprazole,NCT01870999,https://clinicaltrials.gov/study/NCT01870999,Phase 1,Completed,secondary,PK,Dehydro-aripiprazole Maximum (Peak) Plasma Concentration (Tmax),Pre-dose and 1 to 1344 hours post-dose a,Schizophrenia,No
DRD2,Aripiprazole,NCT01981811,https://clinicaltrials.gov/study/NCT01981811,Phase 2,Withdrawn,other,PK,Comparison of the predicted PK exposure (log transformed-area under the plasma concentration-time curve [AUC]) at Week 12 to the predicted PK exposure prior to use of the MIND1 System,Week 12,Bipolar 1 Disorder; Mental Disorder; Nervous System Diseases; Schizophrenia,No
DRD2,Aripiprazole,NCT01981811,https://clinicaltrials.gov/study/NCT01981811,Phase 2,Withdrawn,secondary,PK,"Compliance, defined as the ratio of individual model-predicted exposure (AUC) at Week 12 following administration of oral aripiprazole using the MIND1 System versus the expected exposure",Week 12,Bipolar 1 Disorder; Mental Disorder; Nervous System Diseases; Schizophrenia,No
DRD2,Aripiprazole,NCT02320032,https://clinicaltrials.gov/study/NCT02320032,Phase 1,Completed,primary,PK,AUC 0-last,Up to 45 weeks,Schizophrenia,No
DRD2,Aripiprazole,NCT02320032,https://clinicaltrials.gov/study/NCT02320032,Phase 1,Completed,secondary,PK,AUC 0-tau,Up to 45 weeks,Schizophrenia,No
DRD2,Aripiprazole,NCT02636842,https://clinicaltrials.gov/study/NCT02636842,Phase 1,Completed,primary,PK,Maximum plasma concentration (Cmax),Up to 7 days,Schizoaffective Disorder; Schizophrenia,No
DRD2,Aripiprazole,NCT02636842,https://clinicaltrials.gov/study/NCT02636842,Phase 1,Completed,secondary,PK,Time to Cmax (Tmax),Up to 7 days,Schizoaffective Disorder; Schizophrenia,No
DRD2,Aripiprazole,NCT02636842,https://clinicaltrials.gov/study/NCT02636842,Phase 1,Completed,secondary,PK,Area under the concentration-time curve from time zero to the last quantifiable time interval (AUCl0-last),Up to 7 days,Schizoaffective Disorder; Schizophrenia,No
DRD2,Aripiprazole,NCT02636842,https://clinicaltrials.gov/study/NCT02636842,Phase 1,Completed,secondary,PK,Area under the concentration-time curve from time zero to time t (AUC0-t),Up to 7 days,Schizoaffective Disorder; Schizophrenia,No
DRD2,Aripiprazole,NCT03150771,https://clinicaltrials.gov/study/NCT03150771,Phase 1,Completed,secondary,PK,Pharmacokinetics - Maximum plasma concentration (Cmax),Day 1 to Day 182/Early Termination,Schizophrenia,No
