Targets,Drug,NCT_ID,URL,Phase,Status,Start_date,Enrollment,Conditions,N_primary,N_secondary,Primary_outcome_measures,Secondary_outcome_measures,Biomarker_measures
DRD2,Amisulpride,NCT06066112,https://clinicaltrials.gov/study/NCT06066112,Phase 1,Unknown,2023-09-20,100,Bioequivalence; Schizophrenia,3,0,Area under the plasma concentration versus time curve (AUC0-t) ~ Area under the plasma concentration versus time curve (AUC0-∞) ~ Cmax,,Yes
DRD2,Amisulpride,NCT06581302,https://clinicaltrials.gov/study/NCT06581302,N/A,Recruiting,2024-09-01,50,Psychotic Disorders,1,9,Changes in Positive and Negative Symptom Scale (PANSS),Changes in 24-item Hamilton Depression Rating Scale (HAM-D) ~ Changes in Clinical Global Impression (CGI) scale ~ Changes in Global Assessment of Functioning (GAF) scale ~ Changes in Hamilton Anxiety Scale (HAMA) ~ Chang,No
DRD2,Amisulpride,NCT06585540,https://clinicaltrials.gov/study/NCT06585540,Phase 3,Recruiting,2024-09-13,100,Post Operative Nausea and Vomiting,1,6,"Number of Participants With ""Complete Response"" in the Post Anesthesia Care Unit",Incidence of complete response to established Post-operative Nausea and Vomiting ~ Number of Participants With no Use of Rescue Medication ~ Number of Participants with no Emesis ~ Number of participants with no nausea ~,No
DRD2,Amisulpride,NCT06887621,https://clinicaltrials.gov/study/NCT06887621,Phase 2,Recruiting,2025-04-10,276,Post Operative Nausea and Vomiting (PONV),1,8,Number of participants with complete response,Number of Participants Receiving Rescue Medication ~ Number of participants with any nausea ~ Number of participants with nausea and vomiting ~ Number of participants with vomiting ~ Number of serious adverse event ~ PON,No
DRD2,Amisulpride,NCT07348172,https://clinicaltrials.gov/study/NCT07348172,Early Phase 1,Not Yet Recruiting,2026-03-01,100,Drug Liking,0,0,,,
DRD2,Apomorphine,NCT00040209,https://clinicaltrials.gov/study/NCT00040209,Phase 2,Completed,2002-06-01,30,Parkinson Disease,0,0,,,
DRD2,Apomorphine,NCT00142545,https://clinicaltrials.gov/study/NCT00142545,Phase 3,Completed,1999-07-01,800,Parkinson Disease,5,9,adverse events (AE)s ~ clinical laboratory tests ~ electrocardiogram ~ orthostatic monitoring ~ vital signs,• Duration of Off episodes based on diary entries ~ • Hoehn and Yahr Score ~ • Length of time from injection to On based on diary entries ~ • Number of Off episodes based diary entries ~ • Number of daily injections base,No
DRD2,Apomorphine,NCT00145171,https://clinicaltrials.gov/study/NCT00145171,Phase 3,Completed,2001-02-01,56,Parkinson Disease,4,3,Adverse event assessments ~ Change in Unified Parkinson's Disease Rating Scale (UPDRS) at 20 minutes after dosing ~ Entire Study: ~ For Crossover portion of placebo-controlled 4mg dose comparison:,"1. Change in UPDRS Motor Score from pre-dose to 40 and 90 minutes after dosing; ~ 2. Area under the curve (AUC) for UPDRS Motor Scores at 0, 20, 40 and 90 minutes; ~ 3. Change in Dyskinesia Assessment at 0, 20, 40, and 9",No
DRD2,Apomorphine,NCT00200512,https://clinicaltrials.gov/study/NCT00200512,Phase 2,Completed,1999-09-01,16,Parkinson Disease,1,4,UPDRS Motor Score 20 minutes after dosing,"AUC for UPDRS Motor Scores at predose, 10, 20 and 60 minutes ~ Change in UPDRS Motor Scores at 10 and 60 minutes after dosing ~ Dyskinesia Rating Scale 10, 20 and 60 minutes after dosing ~ Time to onset of perceived reli",No
DRD2,Apomorphine,NCT00200525,https://clinicaltrials.gov/study/NCT00200525,Phase 3,Completed,2001-07-01,60,Parkinson Disease,1,5,Change in UPDRS Motor Score 20 minutes after dosing of apomorphine or placebo,"Area under the curve (AUC) for change in UPDRS Motor Score at 0, 10, 20 and 90 minutes ~ Change in Dyskinesia Assessment from pre-dose to 10, 20 and 90 minutes after dosing ~ Change in Webster Step-Seconds Test score fro",No
DRD2,Apomorphine,NCT00346827,https://clinicaltrials.gov/study/NCT00346827,Phase 2,Completed,2006-07-01,36,Parkinson's Disease,0,0,,,
DRD2,Apomorphine,NCT00437177,https://clinicaltrials.gov/study/NCT00437177,Phase 2,Unknown,2007-01-01,50,Alcoholism,1,0,To detertmine the agreement rate of the dopaminergic sensibility assessed by two different techiniques: the apomorphine test and and IBZM SPECT.,,No
DRD2,Apomorphine,NCT00472355,https://clinicaltrials.gov/study/NCT00472355,Phase 2,Withdrawn,2005-10-01,0,Parkinson's Disease,1,0,Effects on parkinsonism measured with finger and foot tapping speed,,No
DRD2,Apomorphine,NCT00524914,https://clinicaltrials.gov/study/NCT00524914,N/A,Completed,2007-09-01,16,Parkinson's Disease,1,2,The primary outcome of this study is subjective nociceptive threshold using thermotest. We determinate thermal nociceptive threshold using a Peltier- based contact temperature stimulation device with a contact thermode.,Cerebral activity using H215O PET analysis of regional Cerebral Blood Flow (rCBF) on subjects while they received alternate randomized noxious (defined as pain threshold) and innocuous stimuli. ~ Objective nociceptive th,No
DRD2,Apomorphine,NCT00610103,https://clinicaltrials.gov/study/NCT00610103,Phase 2,Completed,2007-11-01,16,Parkinson's Disease,1,1,"The change (response ratio, raw score change, percent score change) in UPDRS (Unified Parkinson's Disease Rating Scale ) Part 3 score at the maintenance dose level",The incidence of adverse events/adverse drug reactions and their nature,No
DRD2,Apomorphine,NCT00758368,https://clinicaltrials.gov/study/NCT00758368,Phase 2,Withdrawn,2009-03-01,0,Parkinson's Disease,1,3,"Change in dyskinesia severity and duration during the levodopa infusion, measured with a clinical rating scale during two-hour levodopa infusion","Improvement in ""on"" time, as measured by subject diaries ~ Improvement in motor performance, measured as change in tapping speed during levodopa infusion ~ Reduction in levodopa and adjunct drug use",No
DRD2,Apomorphine,NCT00761228,https://clinicaltrials.gov/study/NCT00761228,Phase 2,Suspended,2010-07-01,76,Brain Injury,1,1,Presence or absence of meaningful responses to external commands based on Coma Recovery Scale-Revised,"Coma/Near Coma Scale (CNC) Disability Rating Scale (DRS), Glasgow Outcome Scale Extended (GOS-E), ability to participate in 3 hours a day of active rehabilitation, and a clinical impression of change.",No
DRD2,Apomorphine,NCT01039090,https://clinicaltrials.gov/study/NCT01039090,Phase 3,Completed,2009-02-01,21,Parkinsons's Disease,1,0,"Neuropsychological results: Montgomery-Åsberg Depression Rating Scale (MADRS), The Lille Apathy Rating Scale (LARS), Spielberger",,No
DRD2,Apomorphine,NCT01432821,https://clinicaltrials.gov/study/NCT01432821,N/A,Completed,2011-09-01,31,Idiopathic Generalized Epilepsy,2,7,Number of eyelid blinking ~ Number of yawn,Check the absence of spike-wave discharges in healthy volunteers ~ Neurophysiological assessment of the dopaminergic reactivity ~ Number of Adverse Events as a Measure of Safety and Tolerability ~ Number of eyelid blinki,No
DRD2,Apomorphine,NCT01504178,https://clinicaltrials.gov/study/NCT01504178,Phase 3,Completed,2011-05-01,28,Parkinson's Disease,1,2,Subjective pain threshold determined using thermal stimulations (thermotest) with the method of levels,Clinical evaluation of the severity of the motor handicap of patients using the Unified Parkinson's Disease Rating Scale (UPDRS III) ~ Objective pain threshold determined recording the nociceptive reflex of flexion,No
DRD2,Apomorphine,NCT01744964,https://clinicaltrials.gov/study/NCT01744964,Early Phase 1,Completed,2009-07-01,105,Healthy,1,0,Cold pain tolerance,,No
DRD2,Apomorphine,NCT02006121,https://clinicaltrials.gov/study/NCT02006121,Phase 3,Completed,2014-03-03,107,Parkinson's Disease,1,4,Mean Change in Daily OFF Time From Baseline (Start of Blinded Treatment) to the End of Double-blind Phase (Visit 10) Based on Patient Diaries Using MMRM mITT Population,"Mean Change in Daily Time Spent ""ON Without Troublesome Dyskinesia"" From Baseline to the End of the Double-blind Phase (Visit 10), Based on Patient Diaries Using MMRM mITT Population ~ Mean Change in Levodopa Equivalent ",No
DRD2,Apomorphine,NCT02230930,https://clinicaltrials.gov/study/NCT02230930,Phase 2,Terminated,2015-06-01,13,Apomorphine-induced Skin Reactions; Parkinson's Disease,1,6,Changes on global perceived effect scale,Changes in erythema size (diameter) ~ Changes in histological skin tissue characteristics ~ Changes in nodule size (diameter) ~ Eosinophilia ~ Personal or family history of allergies ~ Personal or family history of atopi,No
DRD2,Apomorphine,NCT02339064,https://clinicaltrials.gov/study/NCT02339064,Phase 3,Active Not Recruiting,2015-02-01,99,Idiopathic Parkinson's Disease,1,11,"Percent of daily ""off"" time during the waking day",Clinical Global Impression of Severity (CGI-S) and Change (CGI-C) Scale ~ Frequency and total dose of average daily intermittent injection APOKYN for subjects on APOKYN treatment at study entry ~ Parkinson's Disease Ques,No
DRD2,Apomorphine,NCT02688465,https://clinicaltrials.gov/study/NCT02688465,Phase 4,Terminated,2016-09-05,15,Parkinson's Disease,1,0,Difference between the Parkinson's disease sleeping disorders (PDSD-2) score before treatment with an apomorphine pump and 3 months after the beginning of the treatment,,No
DRD2,Apomorphine,NCT02702076,https://clinicaltrials.gov/study/NCT02702076,Phase 2,Unknown,2017-05-01,35,"Hallucinations, Visual; Parkinson's Disease",1,13,Clinical Global Impression of Severity,Anxiety ~ Apathy ~ Attention ~ Clinical Global Impression of Improvement ~ Cognition ~ Depression ~ Motor complications ~ Motor symptoms ~ Neuropsychiatric symptoms ~ Quality of Life ~ Sleeping problems ~ Visual Hallucin,No
DRD2,Apomorphine,NCT02864004,https://clinicaltrials.gov/study/NCT02864004,Phase 3,Completed,2017-03-03,134,Parkinson's Disease,1,25,Difference in the Parkinson's Disease Quality of Life Questionnaire (PDQ39) summary index between the baseline assessment and the assessment at 12 months' follow up,Change in Score of the Non-Motor Symptoms Scales (NMSS) for PD between the baseline assessment and the assessment at 12 months' follow up ~ Change in apathy assessed on the Apathy Scale between the baseline assessment an,No
DRD2,Apomorphine,NCT02940912,https://clinicaltrials.gov/study/NCT02940912,Phase 4,Completed,2017-01-31,45,Parkinson Disease,1,13,Change from baseline PDSS2 score (Parkinson's Disease Sleep Scale) at the end of the sequence,Apnea / hypopnea Index ~ Arousal index ~ Duration of each sleep stage of the total sleep time ~ Length of the intra-sleep wakefulness ~ Objective sleepiness on Multiple Sleep Latency Test ~ Percentage of REM sleep time w,No
DRD2,Apomorphine,NCT02969629,https://clinicaltrials.gov/study/NCT02969629,Phase 4,Completed,2012-12-01,59,Chronic Low Back Pain,1,2,Experimental and clinical cold pain tolerance measured in seconds,"Experimental and clinical cold pain threshold measured in seconds ~ Spontaneous clinical pain intensity measured on a numeric pain scale (NPS, 0-100)",No
DRD2,Apomorphine,NCT03391882,https://clinicaltrials.gov/study/NCT03391882,Phase 3,Completed,2018-12-19,113,Motor OFF Episodes Associated With Parkinson's Disease,1,4,Change From Pre-dose to 90 Mins. Post-dose in Movement Disorders Society Unified Parkinson's Disease Rating Scale Part III Score After 4 Weeks of Dosing in Each Crossover Period (Assessed by the Blinded-rater In-clinic a,"Durability of Effect, Defined as an Investigator Confirmed Full ""ON"" Within 30 Minutes Post Dose and at 90 Minutes Post-dose, After 4 Weeks of Dosing in Each Crossover Period (Assessed by the Blinded-rater In-clinic at V",No
DRD2,Apomorphine,NCT03623828,https://clinicaltrials.gov/study/NCT03623828,Phase 2,Unknown,2018-10-03,8,Disorder of Consciousness,1,10,Change from baseline in Coma Recovery Scale - Revised (CRS-R),Circadian rythmycity using body movements ~ Circadian rythmycity using body temperature variations ~ EEG with auditory paradigms ~ Glasgow Outcome Scale - Extended (GOS-E) ~ Nociception Coma Scale - Revised (NCS-R) ~ Num,No
DRD2,Apomorphine,NCT03693872,https://clinicaltrials.gov/study/NCT03693872,N/A,Completed,2019-05-15,43,Parkinson Disease,1,17,Difference in the Non Motor Symptoms Scale (NMSS) between the Baseline assessment and the assessment at 6 months' follow up,Change in apathy assessed on the long version of Lille Apathy Rating Scale between the Baseline assessment and the assessment at 6 months' follow up (LARS) ~ Change in behavioral symptoms assessed by Ardouin Scale betwee,No
DRD2,Apomorphine,NCT04786158,https://clinicaltrials.gov/study/NCT04786158,,Completed,2018-12-01,7,Corticobasal Degeneration; Progressive Supranuclear Palsy,2,0,Effects of subcutaneous apomorphine on pain ~ Effects of subcutaneous apomorphine on quality of life,,No
DRD2,Apomorphine,NCT04879134,https://clinicaltrials.gov/study/NCT04879134,Phase 2,Unknown,2022-02-28,40,Parkinson Disease,2,2,Change in Likert Visual Analogue Scale ~ Changes in Unified Parkinson Disease Rating Scale,Change in Clinical Global Impression Scale ~ Number of adverse events,No
DRD2,Apomorphine,NCT04887467,https://clinicaltrials.gov/study/NCT04887467,Phase 4,Completed,2021-09-16,19,Parkinson Disease,1,11,Area under the curve of plasma apomorphine concentration between 0h and 24h,Apparent total clearance (Cl/F) and apparent volume of distribution (Vd) calculated according to the formulas Cl/F = Dose/AUC0-24 et Vd = Cl(T)/λz wherein F is the absolute bioavailability ~ Area under the curve of plasm,No
DRD2,Apomorphine,NCT04957095,https://clinicaltrials.gov/study/NCT04957095,N/A,Recruiting,2022-02-18,120,Essential Tremor; Parkinson Disease,2,0,Behavioral assessment ~ cortical ECoG and subcortical recordings,,No
DRD2,Apomorphine,NCT05213169,https://clinicaltrials.gov/study/NCT05213169,Phase 2,Recruiting,2021-06-18,48,Disorder of Consciousness,1,11,Change from Baseline Coma Recovery Scale - Revised (CRS-R),24-hour Electroencephalography (24-h EEG) ~ Change from Baseline Circadian rhythm ~ Change from Baseline Disability Rating Scale (DRS) ~ Change from Baseline Nociception Coma Scale - Revised (NCS-R) ~ Change from Baselin,No
DRD2,Apomorphine,NCT05331573,https://clinicaltrials.gov/study/NCT05331573,,Unknown,2020-10-01,108,Patients With Parkinson's Disease Treated With Apomorphine Pumps,2,6,the occurence of treatment discontinuation ~ the occurrence of at least one painful,"Assessment of nodules ~ Hoehn and Yahr ~ Movement Disorder Society-sponsored revision of the Unified Parkinson's Disease Rating Scale ~ Parkinson's Disease Questionnaire : quality of life scale, ~ Test of Montreal Cognit",No
DRD2,Apomorphine,NCT05529095,https://clinicaltrials.gov/study/NCT05529095,Phase 4,Unknown,2022-09-01,16,Restless Legs Syndrome,1,6,Visual Analogue Scale of Improvement,Clinical Global Impressions - Change ~ Epworth Sleepiness Scale (ESS) ~ Hamilton Depression Scale (HDS) ~ International RLS Rating Scale (IRLS) ~ Restless Legs Syndrome Quality of Life Questionnaire (RLSQoL) ~ The Restle,No
DRD2,Apomorphine,NCT05979415,https://clinicaltrials.gov/study/NCT05979415,Phase 2,Terminated,2023-09-27,8,Parkinson Disease,1,0,MDS-Unified Parkinson's Disease Rating Scale,,No
DRD2,Apomorphine,NCT06080399,https://clinicaltrials.gov/study/NCT06080399,,Completed,2024-02-15,70,Parkinson Disease,1,0,Evaluation of the link between personality dimensions in baseline and QoL amelioration after six months,,No
DRD2,Apomorphine,NCT07422675,https://clinicaltrials.gov/study/NCT07422675,Phase 1,Recruiting,2026-02-01,40,Advanced Parkinson's Disease; PARKINSON DISEASE (Disorder),0,0,,,
DRD2,Aripiprazole,NCT00036101,https://clinicaltrials.gov/study/NCT00036101,Phase 3,Completed,2002-02-01,,Bipolar Disorder,0,0,,,
DRD2,Aripiprazole,NCT00036114,https://clinicaltrials.gov/study/NCT00036114,Phase 3,Completed,2000-03-01,,Alzheimer Disease,0,0,,,
DRD2,Aripiprazole,NCT00036127,https://clinicaltrials.gov/study/NCT00036127,Phase 2,Completed,2002-04-01,,Schizophrenia,0,0,,,
DRD2,Aripiprazole,NCT00036348,https://clinicaltrials.gov/study/NCT00036348,Phase 3,Completed,2000-03-01,,Bipolar Disorder,0,0,,,
DRD2,Aripiprazole,NCT00036361,https://clinicaltrials.gov/study/NCT00036361,Phase 3,Completed,2002-07-01,444,Schizoaffective Disorder; Schizophrenia,1,1,Safety Assessments,Safety Assessments,No
DRD2,Aripiprazole,NCT00041678,https://clinicaltrials.gov/study/NCT00041678,Phase 3,Completed,2000-01-01,,Alzheimer Disease,0,0,,,
DRD2,Aripiprazole,NCT00044655,https://clinicaltrials.gov/study/NCT00044655,Phase 4,Completed,2001-07-01,219,Schizophrenia,1,1,Number Who Discontinued Medication Within First 6 Study Months,"Psychiatric Symptoms, Hospitalization, and Medication Side Effects",No
DRD2,Aripiprazole,NCT00046384,https://clinicaltrials.gov/study/NCT00046384,Phase 3,Completed,2002-06-01,,Bipolar I Disorder,0,0,,,
DRD2,Aripiprazole,NCT00080314,https://clinicaltrials.gov/study/NCT00080314,Phase 3,Completed,2004-01-01,400,Bipolar Disorder,1,1,Change on a depression rating scale at endpoint,Response rate and Clinical Global Impression scale at endpoint,No
DRD2,Aripiprazole,NCT00080327,https://clinicaltrials.gov/study/NCT00080327,Phase 4,Completed,2003-11-01,370,Schizophrenia,1,1,Change at endpoint in schizophrenia rating scale,Clinical Global Improvement scale at endpoint and time to response,No
DRD2,Aripiprazole,NCT00082199,https://clinicaltrials.gov/study/NCT00082199,Phase 4,Completed,2004-04-01,400,Alcoholism,1,1,Assessment of abstinence from the consumption of alcohol during the study,Assessment of alcohol use during the study and behavioral measures of substance abuse an dependence,No
DRD2,Aripiprazole,NCT00088049,https://clinicaltrials.gov/study/NCT00088049,Phase 4,Completed,2003-10-01,560,Schizophrenia,1,16,To determine the long-term effectiveness and tolerability as measured by time to all-cause treatment discontinuation of olanzapine and aripiprazole relative to each other in patients with schizophrenia during 28 weeks of,"EPS as measured by the Simpson-Angus, Barnes, and AIMS ~ To assess olanzapine versus aripiprazole in the following: ~ change in CGI-S and PGI-I scores ~ cognitive functioning as measured by the MOS ~ depressive symptoms ",No
DRD2,Aripiprazole,NCT00089440,https://clinicaltrials.gov/study/NCT00089440,Phase 1,Unknown,2004-06-01,17,Amphetamine-Related Disorders,2,0,Adverse effect measures ~ pharmacokinetic assessment,,Yes
DRD2,Aripiprazole,NCT00094432,https://clinicaltrials.gov/study/NCT00094432,Phase 3,Completed,2004-06-01,650,Bipolar I Disorder,1,3,Mean change from baseline to endpoint on the MADRS total score.,Clinical Global Impression - Bipolar Version ~ Mean change from baseline to endpoint ~ Severity of illness score depression,No
DRD2,Aripiprazole,NCT00095511,https://clinicaltrials.gov/study/NCT00095511,Phase 3,Completed,2004-06-01,615,Bipolar Disorder,1,1,Change from baseline to endpoint in a mania rating scale,Response rate and Clinical Global Impression scale at endpoint,No
DRD2,Aripiprazole,NCT00095524,https://clinicaltrials.gov/study/NCT00095524,Phase 3,Completed,2004-03-01,300,Body Weight Change; Psychotic Disorder; Schizoaffective Disorder; Schizophrenia,1,1,Comparison of weight change from baseline to Week 16 in patients with schizophrenia or schizoaffective disorder treated with aripiprazole or olanzapine,Assessment of metabolic laboratory measures,No
DRD2,Aripiprazole,NCT00095719,https://clinicaltrials.gov/study/NCT00095719,Phase 3,Completed,2003-12-01,125,Alzheimer's Disease; Dementia,1,1,tolerability,safety assessments,No
DRD2,Aripiprazole,NCT00095745,https://clinicaltrials.gov/study/NCT00095745,Phase 3,Completed,2004-09-01,1002,Major Depressive Disorder,1,0,Safety assessments,,No
DRD2,Aripiprazole,NCT00095758,https://clinicaltrials.gov/study/NCT00095758,Phase 3,Completed,2004-09-01,1151,Major Depressive Disorder,1,1,Change in a depression rating scale at endpoint,Change in a disability scale and Clinical Global Impression scale at endpoint,No
DRD2,Aripiprazole,NCT00095810,https://clinicaltrials.gov/study/NCT00095810,Phase 4,Completed,2003-07-01,50,Parkinson's Disease; Psychoses,1,1,Tolerability,Safety Assessments,No
DRD2,Aripiprazole,NCT00095823,https://clinicaltrials.gov/study/NCT00095823,Phase 3,Completed,2004-06-01,1200,Major Depressive Disorder,1,1,Change in a depression rating scale at endpoint,Change in a disability scale and Clinical Global Impression scale at endpoint,No
DRD2,Aripiprazole,NCT00097266,https://clinicaltrials.gov/study/NCT00097266,Phase 3,Completed,2004-12-01,615,Bipolar Disorder,1,1,Change in a mania rating scale at endpoint,Response rate and Clinical Global Impression scale at endpoint,No
DRD2,Aripiprazole,NCT00101569,https://clinicaltrials.gov/study/NCT00101569,Phase 3,Completed,2004-03-01,59,Schizophrenia,1,0,acceptability,,No
DRD2,Aripiprazole,NCT00102063,https://clinicaltrials.gov/study/NCT00102063,Phase 3,Completed,2004-07-01,302,Schizophrenia,1,5,Change in Positive and Negative Syndrome Scale (PANSS) Total Score,Change in Children's Global Assessment Scale (CGAS) Score ~ Change in Clinical Global Impression (CGI) Severity Score ~ Change in Positive and Negative Syndrome Scale (PANSS) Negative Subscale Score ~ Change in Positive ,No
DRD2,Aripiprazole,NCT00102479,https://clinicaltrials.gov/study/NCT00102479,Phase 1,Completed,2004-07-01,21,Mania; Schizophrenia,0,0,,,
DRD2,Aripiprazole,NCT00102518,https://clinicaltrials.gov/study/NCT00102518,Phase 3,Completed,2004-09-01,325,Bipolar Disorder; Schizophrenia,1,2,Percentage of Subjects Experiencing SAEs,Change in Change in Positive and Negative Syndrome Scale (PANSS) Total Score ~ Change in Young Mania Rating Scale (Y-MRS) Total Score,No
DRD2,Aripiprazole,NCT00103571,https://clinicaltrials.gov/study/NCT00103571,Phase 4,Completed,2004-07-01,600,Schizophrenia,3,18,Positive and Negative Syndrome Scale Excited Component (PANSS-EC) over 5 days of treatment (4 continuous 24 hr treatment exposures). The null hypothesis of the study is that there is no difference between olanzapine and ,A sensitivity analysis will be performed on two randomly chosen subsamples of the overall patient population by analyzing the ~ Additional secondary objectives of the study are to compare the safety of olanzapine versus ,No
DRD2,Aripiprazole,NCT00105196,https://clinicaltrials.gov/study/NCT00105196,Phase 3,Completed,2005-03-01,349,Major Depressive Disorder,1,4,Mean Change in the Montgomery Åsberg Depression Rating Scale (MADRS),Mean Change in SDS Item Score (Family Life) ~ Mean Change in SDS Item Score (Social Life) ~ Mean Change in SDS Item Score (Work/School) ~ Mean Change in Sheehan Disability Scale (SDS) Mean Score,No
DRD2,Aripiprazole,NCT00110461,https://clinicaltrials.gov/study/NCT00110461,Phase 3,Completed,2005-03-01,296,Bipolar Disorder,1,29,Change in Young Mania Rating Scale (Y-MRS) Total Score at Week 4,Change From Previous Phase in Clinical Global Impressions Scale-Bipolar Version (CGI-BP) Severity Depression Score at Week 30 ~ Change From Previous Phase in Clinical Global Impressions Scale-Bipolar Version (CGI-BP) Sev,No
DRD2,Aripiprazole,NCT00116259,https://clinicaltrials.gov/study/NCT00116259,N/A,Completed,2005-03-01,50,Attention Deficit Hyperactivity Disorder; Bipolar Disorder,3,6,Scores in the SNAP-IV (ADHD) ~ Scores in the Young Mania Rating Scale (BD) ~ Weight,Report of side events ~ Scores in CGI ~ Scores in the CDRS ~ Scores in the CMRS-P ~ Scores in the Kutcher Adolescent Depression Scale ~ Scores of quality of life (YQOL-R),No
DRD2,Aripiprazole,NCT00167817,https://clinicaltrials.gov/study/NCT00167817,Phase 4,Completed,2003-07-01,15,Schizophrenia,1,4,"Saliva cotinine, Fagerstrom Test for Nicotine Dependence",Rating of symptom severity using the PANSS ~ Ratings and instrumental measures of motor functioning ~ Serum glucose and lipids ~ Weight,No
DRD2,Aripiprazole,NCT00169949,https://clinicaltrials.gov/study/NCT00169949,N/A,Terminated,2004-01-01,30,Prodromal Psychosis; Prodromal Schizophrenia,3,3,Score on adverse events rating scale at 12 weeks ~ Score on attenuated negative symptom scale at 12 weeks ~ Score on attenuated positive symptom scale at 12 weeks,Score on academic functioning scale at 12 weeks ~ Score on cognitive measures at 12 weeks ~ Score on social functioning scale at 12 weeks,No
DRD2,Aripiprazole,NCT00177008,https://clinicaltrials.gov/study/NCT00177008,Phase 4,Completed,2004-03-01,18,Schizoaffective Disorder; Schizophrenia; Social Anxiety Disorder,3,8,Lehman Quality of Life Interview- Change from Baseline to Final Visit ~ Liebowitz Social Anxiety Scale- Change from Baseline to Final Visit ~ Sheehan Disability Scale- Change from Baseline to Final Visit,Arizona sexual dysfunction scale- Change from Baseline to Final Visit ~ CAGE -Change from Baseline to Final Visit ~ COSAPSQ -Change from Baseline to Final Visit ~ Clinical Global Impression scales [CGI]and [CGI-C]- chang,No
DRD2,Aripiprazole,NCT00181779,https://clinicaltrials.gov/study/NCT00181779,Phase 4,Completed,2003-02-01,20,Bipolar Disorder; Mania,1,0,Scores on the Young Mania Rating Scales,,No
DRD2,Aripiprazole,NCT00183235,https://clinicaltrials.gov/study/NCT00183235,Phase 2,Completed,2005-06-01,30,Alcohol Dependence,8,8,"(First) ""Natural"" alcohol consumption period -- total number of drinks consumed during the 5-day observation period ~ (First) Number of drop-outs due to adverse events ~ (Second) Limited access alcohol consumption paradi",Average BAES stimulation score ~ Blood alcohol levels after priming drink ~ Change in Epworth Sleepiness Scale ~ Change in POMS sub-scale scores ~ Craving (OCDS) change between day 1 and 6 ~ Craving after alcohol priming,No
DRD2,Aripiprazole,NCT00194012,https://clinicaltrials.gov/study/NCT00194012,Phase 3,Completed,2004-08-01,62,Bipolar Disorder,3,12,Young Mania Rating Scale (YMRS),Attention Deficit Hyperactivity Disorder (ADHD) Rating Scale IV or (ARS-IV) ~ CDRS-R Children's Depression Rating Scale-Revised ~ Children's Depression Rating Scale-Revised (CDRS-R ) ~ Children's Global Assessment Scale ,No
DRD2,Aripiprazole,NCT00194038,https://clinicaltrials.gov/study/NCT00194038,Phase 4,Completed,2004-04-01,20,Bipolar Disorder,12,0,Abnormal Involuntary Movement Scale (AIMS) ~ Barnes Akathisia Scale (BAS) ~ Basic serum chemistry - screening and 12/study end ~ Blood pressure and pulse ~ Clinical Global Impression (CGI) ~ Complete blood count (CBC) wi,,No
DRD2,Aripiprazole,NCT00194077,https://clinicaltrials.gov/study/NCT00194077,Phase 3,Completed,2004-08-01,60,Bipolar Disorder,1,0,Time in Weeks to Discontinuation,,No
DRD2,Aripiprazole,NCT00198055,https://clinicaltrials.gov/study/NCT00198055,Phase 2,Completed,2005-01-01,25,Asperger's Disorder; Pervasive Developmental Disorder,2,3,The Clinical Global Impression(CGI)Improvement Scale. ~ The Irritability subscale of the Aberrant Behavior Checklist (ABC),The Clinical Global Impression Severity Scale. ~ The Compulsion subscale of the Children's Yale-Brown Obsessive-Compulsive(CY-BOCS). ~ The Vineland Maladaptive Behavior Subscale.,No
DRD2,Aripiprazole,NCT00198107,https://clinicaltrials.gov/study/NCT00198107,Phase 3,Completed,2005-09-01,81,Autistic Disorder,2,8,"Mean Post-baseline Aberrant Behavior Checklist Irritability Score, Parent Report, Double-blind Phase ~ Odds of Improvement as Measured by the Clinical Global Impression-Global Improvement Scale (Improvement Defined as CG","Mean Autism Diagnostic Observation Schedule (ADOS) Social Affect and Restricted and Repetitive Behaviors Total Score, Week 8 ~ Mean Post-baseline Aberrant Behavior Checklist Hyperactivity Score, Parent Report, Double-bli",No
DRD2,Aripiprazole,NCT00198198,https://clinicaltrials.gov/study/NCT00198198,Phase 4,Completed,2005-08-01,10,Bipolar Depression,1,0,Hamilton Depression Scale,,No
DRD2,Aripiprazole,NCT00202007,https://clinicaltrials.gov/study/NCT00202007,Phase 2,Completed,2005-02-01,240,Schizophrenia,1,4,Deduction rate of PANSS total,CGI ~ CGI improvement ~ PANSS negative ~ PANSS positive,No
DRD2,Aripiprazole,NCT00205699,https://clinicaltrials.gov/study/NCT00205699,Phase 4,Completed,2006-04-01,144,Aggression; Attention Deficit-Hyperactivity; Bipolar Disorder; Oppositional Defiant Disorder; Pervasive Develo,2,4,Change in DEXA % Body Fat ~ Change in Insulin-stimulated Glucose Rate of Disappearance (Glucose Rd),Change in Insulin-stimulated Glucose Rate of Appearance (Glucose Ra) ~ Change in Insulin-stimulated Glycerol Rate of Appearance (Glycerol Ra) ~ Change in MRI-measured Subcutaneous Abdominal Fat ~ Change in MRI-measured V,No
