Targets,Drug,NCT_ID,URL,Phase,Status,Start_date,Enrollment,Conditions,N_primary,N_secondary,Primary_outcome_measures,Secondary_outcome_measures,Biomarker_measures
TNF,Golimumab,NCT02687724,https://clinicaltrials.gov/study/NCT02687724,Phase 4,Unknown,2016-06-01,136,Colitis,1,8,Patient Continuous Clinical Response (pCCR),Clinical Flare ~ Clinical Remission ~ Corticosteroid Free Remission ~ Modified Partial Mayo Score ~ Mucosal healing ~ Partial Mayo Score ~ Total Mayo Score ~ Week 14 Clinical Response,No
TNF,Golimumab,NCT02728934,https://clinicaltrials.gov/study/NCT02728934,,Completed,2016-02-25,1279,"Arthritis, Rheumatoid",1,16,Proportion of Patients With an Infusion Reaction Through Week 52,CDAI Score in Dose-escalated Patients ~ CDAI Score in Patients who Previously Administered Remicade (or Other Biologic[s]) ~ CDAI Score in Patients with or Without Concomitant Methotrexate use ~ Change from Baseline in C,No
TNF,Golimumab,NCT02758782,https://clinicaltrials.gov/study/NCT02758782,Phase 4,Completed,2016-09-01,156,Ankylosing Spondylitis,1,9,Absolute progression of the modified Stoke Ankylosing Spondylitis Spine Score (mSASSS) over two years of therapy (weeks 12-108) in the Phase II (core phase) of the trial,"Adverse events (AE), serious AE and AE of interest until end of study ~ Change of Berlin MRI score (SUBSTUDY) ~ Change of the enteric microbiome profile at week 108 in comparison to baseline ~ Improvement of axial mobili",No
TNF,Golimumab,NCT02841176,https://clinicaltrials.gov/study/NCT02841176,N/A,Terminated,2016-07-01,4,Psoriatic Arthritis,1,5,"Temperature over arthritic joint surface, measured by thermography",Dermatology Life Quality Index (DLQI) ~ Health Assessment Questionnaire (HAQ-DI) ~ Psoriasis Area and Severity Index (PASI) ~ Psoriatic Arthritis Response Criteria (PsARC) ~ Visual Analog Scale (VAS) assessment of global,No
TNF,Golimumab,NCT02846545,https://clinicaltrials.gov/study/NCT02846545,Phase 2,Completed,2016-08-26,84,"Diabetes Mellitus, Type 1",1,11,Active Treatment Period: C-peptide Area Under the Concentration-time Curve (AUC) Calculated From a 4 Hour Mixed Meal Tolerance Test (MMTT) at Week 52,Active Treatment Period: C-peptide Area Under the Concentration-time Curve (AUC) Calculated From a 4 Hour Mixed Meal Tolerance Test (MMTT) Over Time ~ Active Treatment Period: Change From Baseline in Glycosylated Haemogl,No
TNF,Golimumab,NCT03016260,https://clinicaltrials.gov/study/NCT03016260,,Terminated,2016-12-01,250,RheumatoId Arthritis,1,3,EULAR response criteria,ACR response criteria ~ EULAR response criteria ~ SDAI (Simplified Disease Activity Index) score,No
TNF,Golimumab,NCT03018925,https://clinicaltrials.gov/study/NCT03018925,,Completed,2016-10-01,15,Ulcerative Colitis,1,2,Golimumab Induced Shifts in the Abundance of Bacterial Markers,Golimumab Induced Shifts in Calprotectin Faecal Sample Levels ~ Golimumab Induced Shifts in Clinical Response Based on Partial Mayo Score,No
TNF,Golimumab,NCT03043677,https://clinicaltrials.gov/study/NCT03043677,,Completed,2016-04-01,45,Inflammatory Bowel Disease,1,0,Effect of biological drugs on the secretion of gut-chemoattractants by the intestinal mucosa,,No
TNF,Golimumab,NCT03100253,https://clinicaltrials.gov/study/NCT03100253,Phase 4,Terminated,2018-03-01,208,Rheumatoid Arthritis,1,12,Proportion of patients with good EULAR,Health Assessment Questionnaire (HAQ) score ~ Proportion of patients with ACR20/50/70 response ~ Proportion of patients with a good/moderate EULAR ~ Proportion of patients with a remission according to DAS28/SDAI/CDAI ~ ,No
TNF,Golimumab,NCT03124121,https://clinicaltrials.gov/study/NCT03124121,Phase 4,Completed,2017-09-05,112,Ulcerative Colitis,1,7,Serum Golimumab Concentration (μg/ml),Clinical UC Disease Activity ~ Faecal Calprotectin (μg/g) ~ Number of Patients With Detectable Anti-golimumab Antibodies ~ Number of Patients in Clinical Remission ~ Quality of Life (IBD-Control) ~ Serum Albumin (g/L) ~ ,No
TNF,Golimumab,NCT03182166,https://clinicaltrials.gov/study/NCT03182166,Phase 2,Completed,2017-11-21,51,Ulcerative Colitis,1,3,correlation between concentration of golimumab and clinical response according to treatment,Number of patient with antibodies to golimumab ~ Number of patients with Infectious diseases or Neuropathies or Injection site pain or fever ~ correlation between concentration of antibodies to golimumab and clinical res,No
TNF,Golimumab,NCT03253796,https://clinicaltrials.gov/study/NCT03253796,Phase 4,Completed,2017-11-07,323,Spondyloarthritis,1,14,Percentage of Participants Without a Disease Activity Flare During Period 2,Percentage of Participants Achieving ASAS Partial Remission (Double-blind Treatment) ~ Percentage of Participants Achieving ASAS Partial Remission (Open-label Retreatment) ~ Percentage of Participants Achieving ASAS20 (A,No
TNF,Golimumab,NCT03270501,https://clinicaltrials.gov/study/NCT03270501,Phase 3,Completed,2017-11-08,64,Axial Spondyloarthritis,1,1,Proportion of Patients Achieving Sustained Clinical Remission,The Proportion of Patients With Healed Lesions of the Intestinal Mucosa,No
TNF,Golimumab,NCT03298542,https://clinicaltrials.gov/study/NCT03298542,Phase 1,Completed,2017-10-16,8,Pre-Symptomatic Type 1 Diabetes,6,2,Number of Participants With Treatment Related AEs and SAEs Reported From Week 52 to Week 78 ~ Percentage of Participants With Study Treatment Injection Site Reactions ~ Percentage of Participants With Treatment-Emergent ,Incidence of Antibodies to Golimumab ~ Serum Concentration of Golimumab,Yes
TNF,Golimumab,NCT03394586,https://clinicaltrials.gov/study/NCT03394586,,Unknown,2018-01-01,100,"Flare Up, Symptom; Ulcerative Colitis",1,5,Response at week 6-10,Remission at 12 months ~ Remission at 6 months ~ Remission at week 6-10 ~ Response at 12 months ~ Response at 6 months,No
TNF,Golimumab,NCT03414502,https://clinicaltrials.gov/study/NCT03414502,Phase 3,Recruiting,2007-12-10,400,Rheumatoid Arthritis,1,3,Efficacy of Disease-modifying Antirheumatic Drugs Therapy for Rheumatoid Arthritis,Co-morbid Conditions as Predictors of Disease-modifying Antirheumatic Drugs Response ~ Genetic factors as Predictors of Disease-modifying Antirheumatic Drugs Response ~ Serological Factors as Predictors of Disease-modify,No
TNF,Golimumab,NCT03557853,https://clinicaltrials.gov/study/NCT03557853,,Completed,2016-06-01,39,Ankylosing Spondylitis; Coxitis,1,9,BASFI (Bath Ankylosing Spodylitis Functionality Index) at 12 Months of Follow-up,ASDAS-CRP (Ankylosing Spondylitis Disease Activity Score) at 12 Months of Follow-up ~ ASDAS-CRP (Ankylosing Spondylitis Disease Activity Score) at 24 Months of Follow-up ~ BASDAI (Bath AS Disease Activity Index) at 12 Mo,No
TNF,Golimumab,NCT03596645,https://clinicaltrials.gov/study/NCT03596645,Phase 3,Active Not Recruiting,2018-10-29,84,"Colitis, Ulcerative",1,9,Percentage of Participants With Clinical Remission at Week 6 as Assessed by the Mayo Score,Percentage of Participants Who Were Not Receiving Corticosteroids for at Least 12 Weeks Prior to Week 54 and in Clinical Remission at Week 54 ~ Percentage of Participants With Clinical Remission at Week 54 as Assessed by,No
TNF,Golimumab,NCT03632759,https://clinicaltrials.gov/study/NCT03632759,Early Phase 1,Completed,2018-08-15,16,Type 1 Diabetes Mellitus,1,0,Proportion of individuals with peak MMTT stimulated C-peptide >0.017 pmol/mL.,,No
TNF,Golimumab,NCT03662542,https://clinicaltrials.gov/study/NCT03662542,Phase 2,Completed,2018-11-20,214,"Colitis, Ulcerative",1,1,Combination Phase: Percentage of Participants Who Achieved Clinical Response at Week 12,Combination Phase: Percentage of Participants Who Achieved Clinical Remission at Week 12,No
TNF,Golimumab,NCT03669029,https://clinicaltrials.gov/study/NCT03669029,Phase 4,Unknown,2018-10-01,50,"Colitis, Ulcerative",2,4,Correlation between anti-Golimumab antibody levels and clinical response. ~ Correlation between serum Golimumab levels and clinical response.,Correlation between mucosal healing and anti-Golimumab antibody levels. ~ Correlation between mucosal healing and serum Golimumab levels. ~ Identification of cut-off values of serum golimumab concentration ~ Treatment op,No
TNF,Golimumab,NCT03729349,https://clinicaltrials.gov/study/NCT03729349,,Completed,2019-01-15,222,"Arthritis, Rheumatoid",2,5,Impact of Adherence on Flares as Assessed by RA-FQ Score at 12 Month ~ Impact of Adherence on Flares as Assessed by Rheumatoid Arthritis Flare Questionnaire (RA-FQ) Score at 6 Month,"Number of Participants with Corticosteroid Use ~ Number of Participants with any Adverse Events (AEs), Serious Adverse Events (SAEs) or Discontinuation of Golimumab ~ Percentage of Adherent Participants at 6 and 12 Month",No
TNF,Golimumab,NCT03733925,https://clinicaltrials.gov/study/NCT03733925,Phase 4,Completed,2019-01-07,100,"Arthritis, Psoriatic; Spondylitis, Ankylosing",2,4,Number of Participants With Treatment Emergent Serious Adverse Events (SAEs) ~ Number of Participants With Treatment-emergent Adverse Events (TEAEs),Percentage of AS Participants With ASAS20 Criteria at Week 24 ~ Percentage of Ankylosing Spondylitis (AS) Participants With at Least 20 Percent (%) Improvement in the Assessment of SpondyloArthritis International Society,No
TNF,Golimumab,NCT03773445,https://clinicaltrials.gov/study/NCT03773445,,Completed,2019-03-01,52,Ulcerative Colitis,3,5,Correlation between Golimumab trough levels and Endoscopic healing ~ Correlation between Golimumab trough levels and Endoscopic remission ~ Correlation between Golimumab trough levels and Histological remission,C-reactive protein and fecal calprotectin. ~ Correlation between Golimumab trough levels and Clinical remission ~ Correlation between Golimumab trough levels and Clinical response ~ Histological remission ~ Receiver oper,No
TNF,Golimumab,NCT03885713,https://clinicaltrials.gov/study/NCT03885713,Phase 4,Completed,2019-09-10,180,Crohn Disease; Inflammatory Bowel Diseases; Ulcerative Colitis,1,3,Identify predictive tissue and blood biomarkers for response to biologic therapies and tofacitinib in Crohn´s disease and ulcerative colitis,"Evaluate the effect of the treatment on the immune subsets and study the signaling pathways specifically modulated ~ Generate a collection of biological simple (Blood sample, urine sample, stool sample, biopsy simple) ~ ",Yes
TNF,Golimumab,NCT03945903,https://clinicaltrials.gov/study/NCT03945903,,No Longer Available,,,"Diabetes Mellitus, Type 1",0,0,,,
TNF,Golimumab,NCT03955861,https://clinicaltrials.gov/study/NCT03955861,,Completed,2019-02-14,80,Enthesitis; Psoriasis; Psoriatic Arthritis,1,7,The change in Madrid enthesitis ultrasound index (MASEI) score,Assess change in Ultrasound (US) findings at nail bed ~ Relationship of baseline MASEI score to the clinical outcomes at baseline ~ The change in 66/68 tender and swollen joint counts from baseline assessment ~ The chang,No
TNF,Golimumab,NCT04108468,https://clinicaltrials.gov/study/NCT04108468,Phase 3,Completed,2015-10-27,84,Psoriatic Arthritis,1,68,Psoriatic Arthritis Disease Activity Score (PASDAS) at 24 Weeks,36-item Short Form Health Survey (SF-36) Mental Component Score at 24 Weeks. ~ 36-item Short Form Health Survey (SF-36) Mental Component Score at 52 Weeks. ~ 36-item Short Form Health Survey (SF-36) Physical Component Sc,No
TNF,Golimumab,NCT04115423,https://clinicaltrials.gov/study/NCT04115423,,Unknown,2020-04-01,9508,Infection; Rheumatoid Arthritis,1,1,Hazard ratio for serious infections,Hazard ratio for six subdivided groups of serious infections by organ class,No
TNF,Golimumab,NCT04156425,https://clinicaltrials.gov/study/NCT04156425,N/A,Unknown,2020-07-01,180,Major Depressive Disorder,1,0,remission of acute phase,,No
TNF,Golimumab,NCT04156984,https://clinicaltrials.gov/study/NCT04156984,Phase 4,Completed,2021-04-07,27,Ulcerative Colitis,1,2,Endoscopic outcome,Association of golimumab through levels and Anti-golimumab antibodies development on endoscopic and clinical outcome. ~ Clinical outcome,No
TNF,Golimumab,NCT04188249,https://clinicaltrials.gov/study/NCT04188249,,Unknown,2019-07-01,200,"Arthritis, Rheumatoid",2,7,Percentage of low disease activity (CDAI) at week 12 ~ Percentage of remission (CDAI) at week 12,Function evaluation at week 12 ~ Medication possession rate (MPR) at week 12 ~ Medication possession rate (MPR) at week 24 ~ Medication possession rate (MPR) at week 48 ~ Patient Pain Global assessment (VAS) at week 12 ~,No
TNF,Golimumab,NCT04200833,https://clinicaltrials.gov/study/NCT04200833,,Completed,2010-03-01,10,JIA Associated Uveitis,1,3,Number of Participants Reported as Complete Responders to Golimumab,Best Corrected Visual Acuity (BCVA) ~ Number of Patients With Ocular Discomfort ~ Steroid Sparing Potential,No
TNF,Golimumab,NCT04218565,https://clinicaltrials.gov/study/NCT04218565,Phase 2,Terminated,2020-02-15,1,Behcet Syndrome; Uveitis,4,9,Difference of recurrence rate before and after intervention ~ Efficacy of Golimumab on BD Uveitis,Changes of uveitis recurrence ~ Corticosteroid-tapering effects ~ Impact on quality of life ~ Intraocular inflammation evaluation BOS24 index ~ Severity of uveitis on recurrence ~ Side effects of treatment,No
TNF,Golimumab,NCT04531423,https://clinicaltrials.gov/study/NCT04531423,N/A,Unknown,2020-10-01,100,Major Depressive Disorder,1,0,remission of acute phase,,No
TNF,Golimumab,NCT04610476,https://clinicaltrials.gov/study/NCT04610476,Phase 3,Unknown,2020-10-19,270,Psoriatic Arthritis; Reduction; Withdrawal,1,28,Presence of MDA (minimal disease activity) 12 months after baseline.,AE (Adverse Event) ~ AR (Adverse Reaction) ~ Activity of axial Involvement: BASDAI (Disease Activity of Ankylosing Spondylitis) ~ Activity of psoriasis: BSA (body surface area) ~ Activity of psoriasis: PASI (Psoriasis Ar,Yes
TNF,Golimumab,NCT04725422,https://clinicaltrials.gov/study/NCT04725422,,Recruiting,2018-08-01,2000,Chronic Nonbacterial Osteomyelitis; Chronic Recurrent Multifocal Osteomyelitis,1,2,The change of CNO disease activity score,Safety monitoring ~ Total number of CNO lesions on MRI,No
TNF,Golimumab,NCT04729296,https://clinicaltrials.gov/study/NCT04729296,Phase 2,Withdrawn,2021-07-01,0,"Diabetes Mellitus, Type 1",1,0,The primary outcome is the elapsed time from random treatment assignment to the development of diabetes (T1D) or time of last contact among those randomized,,No
TNF,Golimumab,NCT05071664,https://clinicaltrials.gov/study/NCT05071664,Phase 2,Completed,2021-10-25,91,"Arthritis, Psoriatic",1,15,Percentage of Participants who Achieve Minimal Disease Activity (MDA) at Week 24,Change from Baseline in HAQ-DI at Week 24 ~ Change from Baseline in Short Form Health Survey (SF-36) Physical Component Score (PCS) at Week 24 ~ Percentage of Participants With AEs Leading to Discontinuation of Study Int,No
TNF,Golimumab,NCT05164198,https://clinicaltrials.gov/study/NCT05164198,Phase 4,Unknown,2022-01-15,448,Ankylosing Spondylitis; Axial Spondyloarthritis,1,51,Percentage of Participants who did not experience a flare,Change from baseline in 5-level EQ-5D version (EQ-5D-5L) at week 24. ~ Change from baseline in 5-level EQ-5D version (EQ-5D-5L) at week 48. ~ Change from baseline in Ankylosing Spondylitis Disease Activity Score (ASDAS) ,No
TNF,Golimumab,NCT05242471,https://clinicaltrials.gov/study/NCT05242471,Phase 2,Active Not Recruiting,2022-07-22,703,Crohn's Disease,2,18,Percentage of Participants with Clinical Remission at Week 48 ~ Percentage of Participants with Endoscopic Response at Week 48,Clinical Laboratory Parameters Over Time ~ Percentage of Participants with Adverse Events (AEs) ~ Percentage of Participants with Antibodies to Golimumab ~ Percentage of Participants with Antibodies to Guselkumab ~ Perce,Yes
TNF,Golimumab,NCT05242484,https://clinicaltrials.gov/study/NCT05242484,Phase 2,Active Not Recruiting,2022-09-19,577,"Colitis, Ulcerative",1,18,Percentage of Participants with Clinical Remission at Week 48,Laboratory Parameters Over Time ~ Percentage of Participants with Adverse Events (AEs) ~ Percentage of Participants with Antibodies to Golimumab ~ Percentage of Participants with Antibodies to Guselkumab ~ Percentage of ,Yes
TNF,Golimumab,NCT05313620,https://clinicaltrials.gov/study/NCT05313620,Phase 4,Recruiting,2022-04-01,30,Thromboembolism; Ulcerative Colitis,1,3,platelet activation,Endoscopic activity ~ Endoscopic remission ~ Endoscopic response,No
TNF,Golimumab,NCT05405465,https://clinicaltrials.gov/study/NCT05405465,,Completed,2018-01-01,103,"Flare Up, Symptom; Ulcerative Colitis",1,5,Response at week 6-10,Remission at 12 months ~ Remission at 6 months ~ Remission at week 6-10 ~ Response at 12 months ~ Response at 6 months,No
TNF,Golimumab,NCT05530122,https://clinicaltrials.gov/study/NCT05530122,,Completed,2009-01-01,192,Ulcerative Colitis,2,0,Response to treatment ~ Side-effects,,No
TNF,Golimumab,NCT05669833,https://clinicaltrials.gov/study/NCT05669833,Phase 3,Recruiting,2023-07-14,63,Psoriatic Arthritis,2,11,Achievement of cDAPSA low disease activity ~ Investigator Global Assessment of Psoriasis of Clear or Almost Clear,Change in BASDAI ~ Change in DLQI ~ Change in PSAID-12 ~ Change in Promis Fatigue ~ IGA Among Patients with BSA > 3% at Baseline ~ IGA Among Patients with IGA ≥ 2 at Baseline ~ Minimal Disease Activity (MDA) using HAQ-DI,No
TNF,Golimumab,NCT05842213,https://clinicaltrials.gov/study/NCT05842213,Phase 3,Completed,2023-03-30,502,Rheumatoid Arthritis,1,2,Demonstrate comparative efficacy of AVT05 with EU-approved Simponi as measured by DAS28-CRP at week 16.,Assess additional efficacy measures of AVT05 and EU-Simponi in terms of ACR20/50/70 and its individual components throughout the study ~ Assess additional efficacy measures of AVT05 and EU-Simponi in terms of DAS28-CRP,No
TNF,Golimumab,NCT05960578,https://clinicaltrials.gov/study/NCT05960578,Phase 2,Active Not Recruiting,2024-05-23,8,Metastatic Castration-Resistant Prostate Carcinoma; Prostate Adenocarcinoma; Stage IV Prostate Cancer AJCC v8,1,6,Prostate specific antigen (PSA)50 response rate,Incidence of adverse events ~ Objective response rate ~ PSA Doubling Time ~ PSA PFS ~ Radiographic progression free survival (PFS) ~ Time to subsequent antineoplastic therapy,No
TNF,Golimumab,NCT07138898,https://clinicaltrials.gov/study/NCT07138898,Phase 2,Recruiting,2025-12-12,80,Rheumatic Disease,5,12,Incidence of deep surgical site infections ~ Incidence of return trips to the operating room ~ Incidence of rheumatologic disease flares ~ Incidence of superficial surgical site infections ~ Incidence of wound complicati,"Change in American Shoulder and Elbow Surgeons (ASES) score ~ Change in Disabilities of the Arm, Shoulder and Hand (DASH) score ~ Change in PROMIS - Pain Interference - Short Form 6a ~ Change in PROMIS - Physical Functio",No
TNF,Golimumab,NCT07258108,https://clinicaltrials.gov/study/NCT07258108,Phase 2,Recruiting,2025-11-13,35,Breast Cancer,1,5,progression-free survival rate (PFS),Disease Control Rate (DCR) ~ Duration of Response (DoR) ~ Objective Response Rate (ORR) ~ Overall survival (OS) ~ Progression-Free Survival (PFS),No
TNF,Golimumab,NCT07495644,https://clinicaltrials.gov/study/NCT07495644,,Not Yet Recruiting,2026-03-01,95,Inflamatory Bowel Disease (Crohn&#39;s and Ulcerative Colitis),0,0,,,
TNF,Infliximab,NCT00006292,https://clinicaltrials.gov/study/NCT00006292,Phase 2,Completed,2000-09-01,60,Rheumatoid Arthritis,0,0,,,
TNF,Infliximab,NCT00029042,https://clinicaltrials.gov/study/NCT00029042,Phase 2,Terminated,2002-01-01,48,Juvenile Rheumatoid Arthritis,0,0,,,
TNF,Infliximab,NCT00033891,https://clinicaltrials.gov/study/NCT00033891,Phase 2,Completed,2002-04-10,14,Dermatomyositis; Polymyositis,1,0,Muscle strength,,No
