Toxins,Targets,Drug,Approval_yr,Action,NCT_ID,URL,Phase,Status,Start_date,Enrollment,Conditions,N_primary,N_secondary,Primary_outcome_measures,Secondary_outcome_measures,Biomarker_measures
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT04632459,https://clinicaltrials.gov/study/NCT04632459,Phase 2,Completed,2021-06-16,26,Gastric Cancer,1,1,Objective Response Rate (ORR),Best Overall Response Rate (ORR),No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT04660760,https://clinicaltrials.gov/study/NCT04660760,Phase 2,Unknown,2021-06-16,116,Clinical Stage III Gastric Cancer AJCC v8; Clinical Stage III Gastroesophageal Junction Adenocarcinoma AJCC v8,1,3,Progression-free survival,Incidence of adverse events ~ Overall survival (OS) ~ Quality of life (QOL),No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT04675983,https://clinicaltrials.gov/study/NCT04675983,Phase 3,Terminated,2021-03-10,36,Gastric Adenocarcinoma,1,5,"Safety and tolerability of sintilimab plus ramucirumab,Overall survival (OS)","Disease Control Rate [DCR] (Percentage of Participants With Complete Response [CR], Partial Response [PR] or Stable Disease [SD]) ~ Duration of Response (DoR) ~ Number of participants experiencing an adverse event (AE) ~",No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT04704934,https://clinicaltrials.gov/study/NCT04704934,Phase 3,Active Not Recruiting,2021-05-21,490,"Gastric Cancer, Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma",1,8,Overall Survival in Participants Who Were Administered Trastuzumab Deruxtecan Compared With Ramucirumab in Combination With Paclitaxel,Disease Control Rate in Participants Who Were Administered Trastuzumab Deruxtecan Compared With Ramucirumab in Combination With Paclitaxel ~ Duration of Response in Participants Who Were Administered Trastuzumab Deruxtec,Yes
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT04888663,https://clinicaltrials.gov/study/NCT04888663,Phase 1,Unknown,2018-02-13,50,Recurrent/Metastatic Gastric Cancer,2,4,"Phase 1b: Maximum tolerated dose of trastuzumab, ramucirumab, and paclitaxel combination treatment in patients with HER2-positive gastric cancer ~ Phase 2: Progression-free survival in patients with HER2-positive gastric",Disease control rate according to RECIST 1.1 ~ Objective response rate according to RECIST 1.1 ~ Overall survival ~ Safety and tolerability based on incidence of treatment-emergent adverse events as assessed by CTCAE v4.,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT04915807,https://clinicaltrials.gov/study/NCT04915807,,Unknown,2021-06-01,222,Gastric Cancer; Gastroesophageal Junction Adenocarcinoma,2,6,Overall survival ~ Progression-free survival,Adverse events of special interest ~ Disease control rate ~ Duration of response ~ Incidence of adverse events ~ Objective response rate ~ Time to progression,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT04921904,https://clinicaltrials.gov/study/NCT04921904,Phase 1,Active Not Recruiting,2021-06-11,8,Metastatic Esophageal Adenocarcinoma; Metastatic Gastroesophageal Junction Adenocarcinoma,1,4,To describe the safety profile of Abemaciclib + Ramucirumab as assessed according to Common Terminology Criteria for Adverse Events version 4.0 (CTCAE v4.0).,To assess objective response rate ~ To assess overall survival ~ To assess progression free survival ~ To determine the rate of stable disease at 3 months post targeted therapy,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT04999761,https://clinicaltrials.gov/study/NCT04999761,Phase 1,Recruiting,2021-06-01,917,Advanced or Metastatic Solid Tumor; Alveolar Soft Part Sarcoma; Biliary Tract Cancer; Colorectal Cancer; Esoph,4,0,Phase 1a (All cohorts except Cohort D-4 and D-5) : Percentage of participants who experience a Dose Limiting Toxicity (DLT) ~ Phase 1a (Cohort D-4 and D-5) : Percentage of adverse events and treatment-related adverse eve,,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT05002127,https://clinicaltrials.gov/study/NCT05002127,Phase 2,Active Not Recruiting,2022-01-15,127,Gastric Adenocarcinoma; Gastric Cancer; Gastroesophageal Junction Adenocarcinoma,2,0,Phase 2 ~ Phase 3,,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT05007769,https://clinicaltrials.gov/study/NCT05007769,Phase 2,Withdrawn,2021-10-31,0,NSCLC; Non Small Cell Lung Cancer; Non-small Cell Carcinoma; Non-small Cell Lung Cancer,1,7,Objective response rate (ORR),Clinical benefit rate (CBR) ~ Immune best overall response (iBOR) ~ Immune progression-free survival (iPFS) ~ Number of discontinuations due to treatment-related adverse events ~ Number of study treatment related adverse,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT05062980,https://clinicaltrials.gov/study/NCT05062980,Phase 1,Terminated,2022-03-30,5,Non Small Cell Lung Cancer,3,13,Progression-free Survival (PFS) - Phase 2 Dose Expansion ~ Progression-free Survival (PFS) - Phase 2 Randomized ~ Recommended Phase 2 Dose (RP2D) - Phase 1,Adverse Events (AEs) - Phase 2 Dose Expansion ~ Adverse Events (AEs) - Phase 2 Randomized ~ Disease Control Rate (DCR) - Phase 2 Randomized ~ Overall Response Rate (ORR) - Phase 2 Dose Expansion ~ Overall Response Rate (,Yes
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT05071053,https://clinicaltrials.gov/study/NCT05071053,Phase 2,Terminated,2021-11-16,35,Adenocarcinoma Gastric; Gastrooesophageal Cancer,2,7,Objective Response Rate (ORR) ~ Part 1: Number of Participants With Study-Drug Related Dose Limiting Toxicities (DLTs),Disease Control Rate (DCR) ~ Duration of Response (DOR) ~ Individual Observed Predose Concentrations (Ctrough) of Ramucirumab ~ Individual Observed Predose Concentrations (Ctrough) of Tusamitamab Ravtansine ~ Number of P,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT05096663,https://clinicaltrials.gov/study/NCT05096663,Phase 2,Active Not Recruiting,2022-03-15,82,Advanced Lung Non-Small Cell Carcinoma; Recurrent Lung Non-Small Cell Carcinoma; Stage III Lung Cancer AJCC v8,1,2,Overall survival,Duration of response (DoR) ~ Investigator-assessed progression-free survival (IA-PFS),No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT05190445,https://clinicaltrials.gov/study/NCT05190445,Phase 2,Active Not Recruiting,2021-11-01,80,HER2-positive Gastric Cancer,1,6,Overall response rate (ORR) as defined by RECIST v1.1,"Disease control rate (DCR, CR+PR+SD) ~ Duration of response (DOR) ~ Number of participants with treatment-related adverse events as assessed by CTCAE v5.0 ~ Overall survival (OS) ~ Progression-free survival (PFS) ~ Time ",Yes
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT05311176,https://clinicaltrials.gov/study/NCT05311176,Phase 2,Terminated,2022-08-17,7,Cancer of Stomach; Gastric Adenocarcinoma; Gastric Cancer; Gastroesophageal Junction Adenocarcinoma; Stomach A,3,3,Number of Participants With Immune-related Adverse Events (irAEs) ~ Number of Participants With Objective Response ~ Number of Participants With Treatment-emergent Adverse Events (TEAEs),Duration of Response (DoR) ~ Overall Survival (OS) ~ Progression Free Survival (PFS),No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT05365581,https://clinicaltrials.gov/study/NCT05365581,Phase 1,Recruiting,2022-06-07,398,Gastric Adenocarcinoma; Gastroesophageal Junction (GEJ) Adenocarcinoma; Pancreatic Adenocarcinoma,8,9,Incidence of Dose Limiting Toxicities (DLTs) (Phase 1 Dose Escalation) ~ Number of participants at each grade of the Eastern Cooperative Oncology Group (ECOG) performance status ~ Number of participants with Adverse Even,Change from baseline in claudin (CLDN) 18.2 tumor expression level ~ Change from baseline in programmed death-ligand 1 (PD-L1) tumor expression level ~ Change from baseline in serum carbohydrate antigen 19-9 (CA19-9) (pa,Yes
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT05633602,https://clinicaltrials.gov/study/NCT05633602,Phase 3,Active Not Recruiting,2023-03-14,838,Recurrent Lung Non-Small Cell Carcinoma; Stage IV Lung Cancer AJCC v8,1,1,Overall survival,Incidence of high-grade (>= grade 3) adverse events,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT05642572,https://clinicaltrials.gov/study/NCT05642572,Phase 2,Recruiting,2023-05-05,66,Recurrent Lung Non-Small Cell Carcinoma; Stage IV Lung Cancer AJCC v8,1,2,Investigator-assessed progression-free survival,Dose limiting toxicity (DLT) ~ Duration of response,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT05800418,https://clinicaltrials.gov/study/NCT05800418,Phase 1,Completed,2019-11-04,88,Colo-rectal Cancer; Gastric Cancer; Non-small Cell Lung Cancer,1,6,Area under drug concentration - time curve (AUC0-t),Apparent volume of distribution (Vd) ~ Area under drug concentration - time curve (AUC0-∞) ~ Clearance rate (CL) ~ Half-life (T1/2) ~ Peak concentration (Cmax) ~ Peak concentration time (Tmax),No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT05856864,https://clinicaltrials.gov/study/NCT05856864,Phase 1,Unknown,2024-06-01,30,Advanced Hepatocellular Carcinoma That Has Failed at Systemic Therapy,4,0,Adverse Events（AEs） ~ Overall response rate (ORR) ~ Overall survival (OS) ~ Progress Free Survival （PFS）,,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT05894824,https://clinicaltrials.gov/study/NCT05894824,Phase 1,Recruiting,2024-02-05,58,Gastric Cancer; Gastroesophageal Junction (GEJ) Cancer,2,6,PFS rate at 24 weeks ~ RP2D,Disease Control Rate (DCR) ~ Duration of Response (DoR) ~ Objective Response Rate (ORR) ~ Overall Survival (OS) ~ Progression-free survival (PFS) ~ adverse events categorized in accordance with CTCAE 5.0 Criteria.,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT05927857,https://clinicaltrials.gov/study/NCT05927857,Phase 1,Recruiting,2024-04-01,45,Chemotherapy; Metastatic Gastric Adenocarcinoma; Second Line,2,5,To determine MTD (maximum tolerated dose) of nal-IRI (ONIVYDE) ~ To evaluate disease objective response rate (ORR),•To assess the safety profile ~ •To evaluate disease control rate (DCR) ~ •To evaluate overall survival (OS) ~ •To evaluate progression-free survival (PFS) ~ •To study the blood biomarkers,Yes
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT05942573,https://clinicaltrials.gov/study/NCT05942573,Phase 2,Unknown,2022-12-24,107,Gastric Cancer (GC) Gastroesophageal Junction Cancer (GEJ),1,3,6-month PFS%,OS ~ PFS1 ~ PFS2,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT05980000,https://clinicaltrials.gov/study/NCT05980000,Phase 2,Active Not Recruiting,2023-10-27,37,HNSCC; Metastatic Head and Neck Cancer; Metastatic Head-and-neck Squamous-cell Carcinoma; Recurrent Head and N,1,4,Objective Response Rate (ORR),"Duration of Response (DoR) ~ Incidence rate, frequency, and severity of adverse events (AEs) ~ Overall Survival (OS) ~ Progression-Free Survival (PFS)",No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT05980416,https://clinicaltrials.gov/study/NCT05980416,Phase 1,Terminated,2023-08-10,88,Digestive System Neoplasm; Gastrointestinal Neoplasms; Neoplasms; Neoplasms by Site; Stomach Neoplasm,6,0,Number of Patients With Clinically Significant Changes in Laboratory Tests When Treated With EO-3021 as Monotherapy and in Combination With Ramucirumab or Dostarlimab. ~ Number of Patients With Clinically Significant Cha,,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT05999994,https://clinicaltrials.gov/study/NCT05999994,Phase 2,Recruiting,2020-01-22,105,Adolescent; Child; Neoplasms,1,0,Number of Participants Allocated to Each ISA,,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06007937,https://clinicaltrials.gov/study/NCT06007937,Phase 1,Recruiting,2023-08-17,56,Metastatic; Non Small Cell Lung Cancer; Recurrent,2,0,Maximum tolerated dose (MTD) (Phase I) ~ Progression-free survival (Phase II),,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06029127,https://clinicaltrials.gov/study/NCT06029127,Phase 2,Completed,2023-10-23,35,Non-Small Cell Lung Cancer,1,8,Overall Response Rate,Clinical Benefit Rate (CBR) ~ Disease Control Rate (DCR) ~ Duration of Response (DOR) ~ Number of Participants with Treatment Emergent Adverse Events (TEAEs) and Serious Adverse Events (SAEs) ~ Number of participants wit,Yes
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06031688,https://clinicaltrials.gov/study/NCT06031688,Phase 2,Recruiting,2024-08-08,56,Recurrent Lung Non-Small Cell Carcinoma; Stage IV Lung Cancer AJCC v8,1,5,Response rate,Duration of response ~ Frequency of treatment-related peripheral edema ~ Number of participants with treatment-related adverse events as assessed by CTCAE v5.0 ~ Overall survival ~ Progression-free survival,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06038578,https://clinicaltrials.gov/study/NCT06038578,Phase 2,Recruiting,2023-10-04,146,Gastric Adenocarcinoma; Gastric Cancer; Gastroesophageal Junction Adenocarcinoma,1,27,Progression free Survival (PFS),Adverse Events of Special Interest (AESI) ~ Best overall response (BOR) ~ Change from Baseline in Patient Reported Quality of Life assessed by Questionnaire - EuroQOL Five Dimensions questionnaire 3L (EQ-5D-3L) scores ~ ,Yes
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06043427,https://clinicaltrials.gov/study/NCT06043427,Phase 2,Recruiting,2024-04-16,168,Gastroesophageal Adenocarcinoma,1,5,Progression-free survival,Number and severity of adverse events ~ Objective response rate ~ Overall survival ~ Quality of Life utilizing the EORTC QLQ C30 ~ Quality of Life utilizing the EORTC QLQ-OES18,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06123494,https://clinicaltrials.gov/study/NCT06123494,Phase 3,Recruiting,2024-01-09,360,HER2-positive Advanced Gastric Cancer or Gastroesophageal Junction Adenocarcinoma,1,7,Overall survival (OS),AE and SAE ~ Disease control rate (DCR) ~ Duration of response (DoR) ~ Immunogenicity indicators of SHR-A1811: including anti-SHR-A1811 antibodies (ADA and neutralizing antibodies) ~ Objective response rate (ORR) ~ Progr,Yes
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06169410,https://clinicaltrials.gov/study/NCT06169410,Phase 4,Unknown,2023-12-30,140,Advanced Gastric Cancer,1,9,pCR,AE ~ DCR ~ DOR ~ ORR ~ OS ~ PFS ~ R0 resection rate ~ total response rate ~ total response time,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06203600,https://clinicaltrials.gov/study/NCT06203600,Phase 2,Recruiting,2024-06-24,224,Advanced Esophageal Adenocarcinoma; Advanced Gastric Adenocarcinoma; Advanced Gastroesophageal Junction Adenoc,2,3,Overall survival (OS) (Phase III) ~ Progression free survival (PFS) (Phase II),Disease control rate (DCR) ~ Incidence of adverse events ~ Objective response rate (ORR),No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06251973,https://clinicaltrials.gov/study/NCT06251973,Phase 2,Active Not Recruiting,2024-02-01,20,Advanced Unresectable Gastric Adenocarcinoma; Metastatic Esophageal Adenocarcinoma; Metastatic Esophageal Canc,1,0,Overall Response Rate,,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06346392,https://clinicaltrials.gov/study/NCT06346392,Phase 3,Active Not Recruiting,2024-03-04,594,Gastric Cancer; Gastroesophageal Junction Cancer,2,12,Overall Survival (OS) for 3L+ participants ~ Progression Free Survival (PFS) in all randomized participants,"Duration of Response (DoR) in all randomized participants ~ Incidence of Treatment-Emergent Adverse Events [Safety and Tolerability]. Changes from baseline in vital signs, clinical laboratory results, and ECGs ~ ORR for ",Yes
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06441019,https://clinicaltrials.gov/study/NCT06441019,Phase 2,Unknown,2024-07-01,42,"Hepatocellular Carcinoma，Bispecific Antibodies, HAIC, Ramucirumab",1,4,Objective response rate,Disease Control Rate (DCR) ~ Incidence of Adverse Events and Treatment-Emergent Adverse Events ~ Overall Survival (OS) ~ Progression-Free Survival (PFS),No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06445972,https://clinicaltrials.gov/study/NCT06445972,Phase 1,Recruiting,2024-08-07,210,Esophageal Cancer; Esophageal Neoplasms; Gastroesophageal Adenocarcinoma; Gastroesophageal Junction,4,6,Objective Response Rate (ORR) ~ Percentage of Particiapants who Experience an Adverse Event (AE) During the Safety Lead-In Phase ~ Percentage of Participants who Discontinue Study Intervention Due to an AE During the Saf,Duration of Response (DOR) ~ Incidence of sacituzumab tirumotecan anti-drug antibody (ADA) ~ Overall Survival (OS) ~ Percentage of Particiapants who Experience an AE During the Efficacy Phase ~ Percentage of Participants,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06448754,https://clinicaltrials.gov/study/NCT06448754,Phase 2,Recruiting,2024-08-27,180,Non-small Cell Lung Cancer,2,9,Confirmed Objective Response rate (ORR) ~ Number of Participants with Adverse Events (AEs) and Serious Adverse Events (SAEs),Area Under the Curve (AUC) ~ Disease Control Rate (DCR) ~ Duration of Response (DOR) ~ Maximum Observed Concentration (Cmax) ~ Number of Participants with Positive Antidrug Antibodies (ADAs) ~ Overall Survival (OS) ~ Pro,Yes
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06542731,https://clinicaltrials.gov/study/NCT06542731,Phase 1,Active Not Recruiting,2021-06-01,42,Non-small Cell Lung Cancer,2,12,Adverse event(AE) ~ Dose-limiting toxicities（DLT）,"Best overall response (BOR) ~ Changes in tumor markers（CYFRA,CEA,SLX） ~ Disease control rate (DCR) ~ Duration of response (DOR) ~ Maximum percentage of change in the sum of tumor diameters of target lesions ~ Overall res",Yes
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06564298,https://clinicaltrials.gov/study/NCT06564298,Phase 2,Not Yet Recruiting,2024-08-01,39,Stomach Neoplasms,1,4,Objective Response Rate (ORR),Disease Control Rate (DCR) ~ Incidence of adverse events and serious adverse events (AEs) ~ Overall Survival (OS) ~ Progression-free Survival (PFS),No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06616584,https://clinicaltrials.gov/study/NCT06616584,Phase 2,Recruiting,2025-05-22,378,Recurrent Lung Non-Small Cell Carcinoma; Stage IV Lung Cancer AJCC v8,1,5,Overall survival (OS),Disease control rates ~ Duration of response (DOR) ~ Incidence of adverse events ~ Progression-free survival (PFS) ~ Response rates,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06666582,https://clinicaltrials.gov/study/NCT06666582,,Completed,2015-03-01,185,Gastric Cancer Stage IV; Ramucirumab Paclitaxel; Second-line Treatment,1,1,Progression-free survival,Overall survival,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06675136,https://clinicaltrials.gov/study/NCT06675136,Phase 1,Recruiting,2025-10-29,30,Clinical Stage IVB Gastric Cancer AJCC v8; Metastatic Gastric Adenocarcinoma; Metastatic Malignant Neoplasm in,1,12,Dose-limiting toxicity (DLT),Functional status ~ Incidence of post-operative surgical complications ~ Incidence of treatment-related adverse events (AEs) ~ Objective response rate (ORR) ~ Overall survival (OS) ~ PIPAC technical failure rate ~ Patien,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06680622,https://clinicaltrials.gov/study/NCT06680622,Phase 2,Active Not Recruiting,2025-03-03,126,Metastatic Gastro-esophageal Adenocarcinoma,1,8,Objective response rate (ORR),Disease control rate (DCR) ~ Disease stabilization ~ Duration of response (DoR) ~ Overall survival (OS) ~ Progression-free survival (PFS) ~ Quality of Life (QoL) with EORTC QLQ C30 ~ Quality of Life (QoL) with EQ-5D-5L ~,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06771622,https://clinicaltrials.gov/study/NCT06771622,Phase 1,Active Not Recruiting,2025-03-13,500,Solid Cancer,2,8,Number of subjects with Maximal tolerance dose (MTD) of HCB101 ~ Number/incidence and percentage of subjects with adverse events.,Area under the plasma concentration versus time curve (AUC) of HCB101 ~ Disease Control Rate (DCR) ~ Duration of Response (DoR) ~ Overall Rate Response (ORR) ~ Peak Plasma Concentration (Cmax) of HCB101 ~ Progression-Fre,Yes
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06904300,https://clinicaltrials.gov/study/NCT06904300,Phase 2,Not Yet Recruiting,2025-08-15,110,"Gastric (Cardia, Body) Cancer",1,4,PFS,DCR ~ DoR ~ ORR ~ OS,No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT06996782,https://clinicaltrials.gov/study/NCT06996782,Phase 1,Recruiting,2025-11-24,152,Advanced or Metastatic Non-small Cell Lung Cancer,3,18,Part A and Part B: Number of participants with adverse events (AEs) and serious adverse events (SAEs) ~ Part A: Number of partcipants with dose limiting toxicity (DLT) ~ Part B: Objective response (OR),Part A and Part B: Area under plasma concentration-time curve from time 0 to infinity (AUC∞) ~ Part A and Part B: Area under plasma concentration-time curve from time 0 to last quantifiable concentration (AUClast) ~ Part,Yes
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT07098338,https://clinicaltrials.gov/study/NCT07098338,Phase 2,Recruiting,2025-08-07,278,Non-Small Cell Lung Cancer,2,9,Number of participants with adverse events (AE) and serious adverse events (SAE) ~ Objective response rate (ORR),Best Overall Response(BOR) ~ Change in Target Lesion Tumor Size ~ Disease Control Rate(DCR) at 12 Weeks ~ Duration Of Response (DoR) ~ Immunogenicity of study interventions in participants receiving treatment ~ Maximum p,Yes
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT07144995,https://clinicaltrials.gov/study/NCT07144995,,Not Yet Recruiting,2025-09-05,1143,Advanced Gastric Cancer; Fruquintinib; Gastroesophageal Junction Adenocarcinoma; Ramucirumab,1,5,Progression-Free Survival (PFS),"Disease Control Rate (DCR) ~ OS by ECOG, metastasis burden, primary site, etc ~ Objective Response Rate (ORR) ~ Overall Survival (OS) ~ PFS by ECOG, metastasis burden, primary site, etc",No
dieldrin,KDR,Ramucirumab,2014,INHIBITOR,NCT07718737,https://clinicaltrials.gov/study/NCT07718737,Phase 2,Not Yet Recruiting,2026-08-28,512,NSCLC (Advanced Non-small Cell Lung Cancer),0,0,,,
mptp,MAOB,Rasagiline,2005,INHIBITOR,NCT00104273,https://clinicaltrials.gov/study/NCT00104273,Phase 2,Completed,2004-08-01,376,Alzheimer's Disease; Dementia,1,1,Cognitive Function,Other Cognitive Assessments; Activities of Daily Living (ADLs); Functional Assessments; Safety; Tolerability.,No
mptp,MAOB,Rasagiline,2005,INHIBITOR,NCT00203034,https://clinicaltrials.gov/study/NCT00203034,Phase 3,Completed,2000-05-01,472,Parkinson's Disease,1,0,"Change from baseline in the mean total daily ""OFF"" time",,No
mptp,MAOB,Rasagiline,2005,INHIBITOR,NCT00203060,https://clinicaltrials.gov/study/NCT00203060,Phase 3,Completed,1997-07-01,404,Parkinson's Disease,1,0,"The primary objective is to assess the safety and efficacy of rasagiline in PD subjects, not receiving or requiring carbidopa/levodopa therapy. The primary efficacy measure will be the change in total UPDRS score, calcul",,No
mptp,MAOB,Rasagiline,2005,INHIBITOR,NCT00203125,https://clinicaltrials.gov/study/NCT00203125,Phase 3,Completed,2000-10-01,55,Parkinson's Disease,1,0,An increase in systolic blood pressure of > 30mmHg from the mean baseline value (documented by at least 3 consecutive measurements). Or Bradycardia with a heart rate below 40 beats per minute,,No
mptp,MAOB,Rasagiline,2005,INHIBITOR,NCT00203138,https://clinicaltrials.gov/study/NCT00203138,Phase 3,Completed,2004-06-01,306,Parkinson's Disease,1,0,Tolerability - Number of patients completing study on their original treatment assignment (dose reduction and dropout),,No
mptp,MAOB,Rasagiline,2005,INHIBITOR,NCT00203164,https://clinicaltrials.gov/study/NCT00203164,Phase 3,Completed,2002-05-01,254,Parkinson's Disease,1,0,long-term safety and tolerability of rasagiline or levodopa/benserazide (LD/BZD) therapy,,No
mptp,MAOB,Rasagiline,2005,INHIBITOR,NCT00203177,https://clinicaltrials.gov/study/NCT00203177,Phase 3,Completed,2001-10-01,254,Parkinson's Disease,1,1,long-term safety and tolerability of rasagiline,long- term clinical effect of rasagiline,No
mptp,MAOB,Rasagiline,2005,INHIBITOR,NCT00256204,https://clinicaltrials.gov/study/NCT00256204,Phase 3,Completed,2005-11-01,1174,Parkinson's Disease,1,1,Change in Total Unified Parkinson's Disease Rating Scale (UPDRS) Score From Baseline,Change in Unified Parkinson's Disease Rating Scale (UPDRS) Score From Baseline to Last Observed Value in the Placebo Phase,No
mptp,MAOB,Rasagiline,2005,INHIBITOR,NCT00399477,https://clinicaltrials.gov/study/NCT00399477,Phase 4,Completed,2006-10-01,200,Parkinson's Disease,1,1,To identify the earliest scheduled visit of symptomatic effect,To characterize the effectiveness of Azilect in a usual community neurological,No
mptp,MAOB,Rasagiline,2005,INHIBITOR,NCT00492336,https://clinicaltrials.gov/study/NCT00492336,Phase 4,Completed,2007-01-01,84,Schizophrenia,5,6,Change in Negative Symptoms ~ Cognitive Testing - Delayed Discounting ~ Cognitive Testing - N-Back Neurocognitive Task ~ Cognitive Testing - Probabilistic Learning Task ~ Cognitive Testing - Repeatable Battery for the As,Change in Persistent Positive Symptoms ~ Depressive Symptoms ~ Extrapyramidal Symptoms ~ Global Change in Illness Severity ~ Number of Participants Exhibiting Side Effects ~ Number of Participants With Akathisia,No
mptp,MAOB,Rasagiline,2005,INHIBITOR,NCT00696215,https://clinicaltrials.gov/study/NCT00696215,Phase 4,Unknown,2007-06-01,40,Parkinson's Disease,1,1,"The primary outcome measure will be the total cognitive score. This will be calculated by adding the four cognitive sub-scores: attention, executive function, memory and visuo-spatial function.","The four cognitive sub-scores as well as individual tests scores will be analyzed separately. The changes from baseline to the end of the study in the GDS, STAS and UPDRS part III scales will be analyzed.",No
mptp,MAOB,Rasagiline,2005,INHIBITOR,NCT00755027,https://clinicaltrials.gov/study/NCT00755027,Phase 4,Completed,2008-09-01,40,Parkinson's Disease,1,1,The primary outcome measure will be the mean change from baseline to study endpoint (week 12) in apathy scores as measured by the Lille Apathy Rating Scale (LARS)and the Apathy Scale,"Secondary outcome measures will include change from baseline to study endpoint on a range of scales assessing apathy, depression, other neuropsychiatric symptoms, cognition, sleepiness and quality of life",No
mptp,MAOB,Rasagiline,2005,INHIBITOR,NCT00936676,https://clinicaltrials.gov/study/NCT00936676,,Completed,2009-07-01,684,Parkinson's Disease,8,0,EDL scale ~ Hoehn and Yahr scale ~ Montreal Cognitive Assessment (MoCA) Scale ~ Non-motor symptom questionnaire of the PD Society ~ PD Functional Status Questionnaire ~ Parkinson's Fatigue Scale ~ Quality of Life Questio,,No
mptp,MAOB,Rasagiline,2005,INHIBITOR,NCT00955604,https://clinicaltrials.gov/study/NCT00955604,,Completed,2009-07-01,1500,Serotonin Syndrome,1,0,"The frequency of serotonin toxicity, as determined by the Adjudication Committee will be calculated for each Group. The primary comparison will be Group R+AD vs. Group R and vs. Group AD",,No
mptp,MAOB,Rasagiline,2005,INHIBITOR,NCT00977665,https://clinicaltrials.gov/study/NCT00977665,Phase 2,Completed,2009-12-01,174,Multiple System Atrophy,1,13,Change From Baseline to Week 48/Termination Visit in the Total Unified Multiple System Atrophy Rating Scale (UMSARS Part I and II),Change From Baseline to Week 12 in Total UMSARS Score for Symptomatic Effect ~ Change From Baseline to Week 24 in Total Unified Multiple System Atrophy Rating Scale (UMSARS) Score ~ Change From Baseline to Week 48 or Ter,No
mptp,MAOB,Rasagiline,2005,INHIBITOR,NCT01007630,https://clinicaltrials.gov/study/NCT01007630,Phase 4,Unknown,2009-11-01,36,Parkinson's Disease,1,2,Change from baseline in UPSIT score at 10-week visit,Safety: AE incidence ~ Tolerability: Number of subjects (%) who discontinue the study due to AEs,No
